index,close_time,predictions_NEARUSDT,actual_NEARUSDT,predictions_JASMYUSDT,actual_JASMYUSDT,log_actual_price_NEARUSDT,log_prediction_NEARUSDT,log_actual_price_JASMYUSDT,log_prediction_JASMYUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_5760_minutes,actual_spread_rolling_sd_5760_minutes,predicted_spread_rolling_mean_5760_minutes,predicted_spread_rolling_sd_5760_minutes,predicted_rolling_z_score_5760_minutes,actual_rolling_z_score_5760_minutes,actual_rolling_z_score_5760_minutes_lag_1,predicted_spread_rolling_sd_5760_minutes_percentile_75th,historical_spread,historical_NEARUSDT_mid,historical_NEARUSDT_vol,historical_JASMYUSDT_mid,historical_JASMYUSDT_vol,signal_5760_minutes,threshold_5760_minutes,delayed_signal_5760_minutes
0,2023-01-20 14:11:59.999,2.075345250442189,2.085,0.0045865308397085,0.004586,0.7347688552507647,0.7301275255973589,-5.384747094546424,-5.384631349019182,0.054556799265220945,0.05932875053197817,0.010221438507364638,0.031079544015413307,0.010229134282535244,0.031082334588628708,1.4261369221249782,1.580052525875531,0.0,0.031082334588628708,0.0593287505319786,2.085,2769.7,0.004586,171673.9,0,2.0,0
1,2023-01-20 14:12:59.999,2.084660739953579,2.085,0.0045886935530365,0.0045875,0.7347688552507647,0.7346061273607382,-5.384420065601448,-5.384159924392279,0.058503386990502615,0.05895969049637051,0.01023824863792241,0.031079715294142295,0.0102466265477215,0.031083521731505828,1.5524869047855903,1.567628319543545,1.580052525875531,0.031083224945786546,0.0589596904963709,2.085,2497.4,0.0045874999999999,149097.5,0,2.5,0
2,2023-01-20 14:13:59.999,2.0856698504283067,2.0839999,0.0045878965851468,0.0045885,0.7342890759064743,0.7350900748428634,-5.3842021057052065,-5.384333620259633,0.05918335443959266,0.05823393816313238,0.01025447132683598,0.031080376248783216,0.010262964450098043,0.031084362583434604,1.573794214315501,1.543722201180714,1.567628319543545,0.031083942157470214,0.058233986147778,2.084,4350.6,0.0045885,3018675.7,0,2.5,0
3,2023-01-20 14:14:59.999,2.079986915044924,2.0825,0.004588185837247,0.00459,0.7335690950588607,0.7323616028496527,-5.383875254909683,-5.384270575468407,0.056383734882069936,0.05714509832585635,0.010270823196067588,0.03108026527381025,0.010278827520262344,0.03108350449778162,1.483259629399189,1.508168437972996,1.543722201180714,0.031083731944488022,0.0571450983258561,2.0825,10864.3,0.00459,77459.7,0,2.0,0
4,2023-01-20 14:15:59.999,2.0721299049218604,2.0825,0.0045903031981307,0.0045895,0.7335690950588607,0.7285770178575689,-5.383984193305128,-5.383809200853675,0.052078477532516154,0.057268037927135085,0.01028715132017914,0.03108024638904424,0.010294405499351565,0.031082425077529674,1.3442989705256758,1.5115995548708605,1.508168437972996,0.031083521731505828,0.0572680379271348,2.0825,1741.2,0.0045895,86526.7,0,2.0,0
5,2023-01-20 14:16:59.999,2.065618223193633,2.0839999,0.0045893436948001,0.004594,0.7342890759064743,0.7254295632990718,-5.38300417471523,-5.38401825101547,0.049166941113196194,0.05688204420815335,0.010303609777646409,0.031079815522169305,0.01031035571261179,0.03108133500174342,1.250158186525928,1.4986715219491065,1.5115995548708605,0.031083517423074775,0.0568820921927999,2.084,1299.1,0.004594,1533283.5,0,2.0,0
6,2023-01-20 14:17:59.999,2.0694276780339638,2.0839999,0.0045923423598211,0.0045925,0.7342890759064743,0.7272720850069551,-5.383330740874993,-5.383365067033841,0.05027232897644007,0.05725058197950961,0.010319740737288927,0.0310800655789587,0.010326675746530229,0.03108182468532136,1.2851772260582404,1.5099981408659897,1.4986715219491065,0.031083513114643725,0.0572506299641562,2.084,3040.3,0.0045925,588908.0,0,2.0,0
7,2023-01-20 14:18:59.999,2.0736444840627604,2.083,0.0045933064562928,0.004594,0.7338091622788351,0.7293076795222779,-5.38300417471523,-5.383155153396919,0.05207103090012133,0.05640213058051413,0.010335836714993473,0.031079919496048325,0.010343081150713857,0.03108208517472937,1.342508056162638,1.4821883264973639,1.5099981408659897,0.031083508806212672,0.0564021305805138,2.083,7777.2,0.004594,435212.6,0,2.0,0
8,2023-01-20 14:19:59.999,2.074011948859981,2.0815,0.0045957217537874,0.0045915,0.7330887876528931,0.7294848710539897,-5.383548510910697,-5.382629461779698,0.05165496678901926,0.05629605245268854,0.010352006357596191,0.031079598785360884,0.01035917576575995,0.03108166433734293,1.3286222570020056,1.4782702444901867,1.4821883264973639,0.03108350449778162,0.0562960524526889,2.0815,1379.6,0.0045915,220461.0,0,2.0,0
9,2023-01-20 14:20:59.999,2.0733717875042843,2.08,0.0045911757019639,0.0045845,0.7323678937132266,0.7291761649387742,-5.385074230474318,-5.383619143490298,0.052463140304693345,0.057296969762846595,0.010368208426500306,0.03107974209487167,0.010375515305840386,0.031081992009425814,1.3540839012534853,1.5099469356307753,1.4782702444901867,0.031083234642718633,0.0572969697628469,2.08,6707.4,0.0045845,1542909.1,0,2.0,0
