index,close_time,transaction_id,positions,NEARUSDT_units,JASMYUSDT_units,entry_NEARUSDT_price,entry_JASMYUSDT_price,historical_NEARUSDT_mid,historical_JASMYUSDT_mid,historical_NEARUSDT_vol,historical_JASMYUSDT_vol,signal,portfolio_value,NEARUSDT_raw_pnl,JASMYUSDT_raw_pnl,NEARUSDT_cost,JASMYUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
19.0,2023-01-20 14:30:59.999,,,0.0,0.0,,,2.084,0.0045825,14648.5,2583095.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
20.0,2023-01-20 14:31:59.999,,,0.0,0.0,,,2.079,0.0045685,35389.1,3169962.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
21.0,2023-01-20 14:32:59.999,,,0.0,0.0,,,2.0755,0.00456,30480.1,1744926.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
22.0,2023-01-20 14:33:59.999,,,0.0,0.0,,,2.074,0.004556,13599.0,2033451.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
23.0,2023-01-20 14:34:59.999,,,0.0,0.0,,,2.075,0.0045535,11675.6,1163301.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
24.0,2023-01-20 14:35:59.999,,,0.0,0.0,,,2.076,0.004555,5910.6,2488647.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
25.0,2023-01-20 14:36:59.999,,,0.0,0.0,,,2.0775,0.004553,7557.7,708240.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
26.0,2023-01-20 14:37:59.999,,,0.0,0.0,,,2.0780000000000003,0.004553,7279.5,553918.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
27.0,2023-01-20 14:38:59.999,,,0.0,0.0,,,2.077,0.004552,4090.2,2490391.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
28.0,2023-01-20 14:39:59.999,,,0.0,0.0,,,2.0805,0.0045585,5052.0,1992477.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 14:40:59.999,,,0.0,0.0,,,2.082,0.004565,2981.8,1384859.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 14:41:59.999,,,0.0,0.0,,,2.088,0.0045769999999999,16107.9,683473.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 14:42:59.999,,,0.0,0.0,,,2.093,0.004587,25051.5,2406764.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 14:43:59.999,,,0.0,0.0,,,2.0940000000000003,0.0045889999999999,14904.9,2789875.8,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 14:44:59.999,,,0.0,0.0,,,2.0935,0.0045874999999999,3478.3,1102893.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 14:45:59.999,,,0.0,0.0,,,2.0940000000000003,0.0045935,5398.7,1007057.3,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 14:46:59.999,,,0.0,0.0,,,2.089,0.0045874999999999,10730.9,864030.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 14:47:59.999,,,0.0,0.0,,,2.0875,0.0045845,4680.6,431482.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 14:48:59.999,,,0.0,0.0,,,2.0895,0.004587,3685.5,2512745.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 14:49:59.999,,,0.0,0.0,,,2.0915,0.0045889999999999,5022.0,734477.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 14:50:59.999,,,0.0,0.0,,,2.09,0.0045845,7563.6,811397.1,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
40.0,2023-01-20 14:51:59.999,,,0.0,0.0,,,2.0935,0.0045915,11744.6,808774.5,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
41.0,2023-01-20 14:52:59.999,,,0.0,0.0,,,2.095,0.0045959999999999,4129.8,721474.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
42.0,2023-01-20 14:53:59.999,,,0.0,0.0,,,2.096,0.004595,5136.2,252203.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
43.0,2023-01-20 14:54:59.999,,,0.0,0.0,,,2.0935,0.004588,6965.7,1500160.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
44.0,2023-01-20 14:55:59.999,,,0.0,0.0,,,2.0935,0.0045905,3434.1,129740.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
45.0,2023-01-20 14:56:59.999,,,0.0,0.0,,,2.0970000000000004,0.004599,5499.5,1474484.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
46.0,2023-01-20 14:57:59.999,,,0.0,0.0,,,2.0995,0.0046015,7521.6,477228.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
47.0,2023-01-20 14:58:59.999,,,0.0,0.0,,,2.1005000000000003,0.004599,4371.6,474194.9,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
48.0,2023-01-20 14:59:59.999,,,0.0,0.0,,,2.1,0.0046,17959.3,362044.7,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
49.0,2023-01-20 15:00:59.999,,,0.0,0.0,,,2.099,0.0045985,7743.4,512211.2,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
50.0,2023-01-20 15:01:59.999,,,0.0,0.0,,,2.0985,0.004595,11681.5,284575.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
51.0,2023-01-20 15:02:59.999,,,0.0,0.0,,,2.0985,0.0045959999999999,2540.4,397986.4,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
52.0,2023-01-20 15:03:59.999,,,0.0,0.0,,,2.103,0.0046085,28776.3,1281522.6,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
