index,close_time,predictions_NEARUSDT,actual_NEARUSDT,predictions_JASMYUSDT,actual_JASMYUSDT,log_actual_price_NEARUSDT,log_prediction_NEARUSDT,log_actual_price_JASMYUSDT,log_prediction_JASMYUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_7200_minutes,actual_spread_rolling_sd_7200_minutes,predicted_spread_rolling_mean_7200_minutes,predicted_spread_rolling_sd_7200_minutes,predicted_rolling_z_score_7200_minutes,actual_rolling_z_score_7200_minutes,actual_rolling_z_score_7200_minutes_lag_1,predicted_spread_rolling_sd_7200_minutes_percentile_75th,historical_spread,historical_NEARUSDT_mid,historical_NEARUSDT_vol,historical_JASMYUSDT_mid,historical_JASMYUSDT_vol,signal_7200_minutes,threshold_7200_minutes,delayed_signal_7200_minutes
0,2023-01-20 14:11:59.999,2.075345250442189,2.085,0.0045865308397085,0.004586,0.7347688552507647,0.7301275255973589,-5.384747094546424,-5.384631349019182,0.054556799265220945,0.05932875053197817,0.004302868422479232,0.03271121516784868,0.004309847165826369,0.0327143036696399,1.5359321906040027,1.682171751405401,0.0,0.0327143036696399,0.0593287505319786,2.085,2769.7,0.004586,171673.9,0,2.0,0
1,2023-01-20 14:12:59.999,2.084660739953579,2.085,0.0045886935530365,0.0045875,0.7347688552507647,0.7346061273607382,-5.384420065601448,-5.384159924392279,0.058503386990502615,0.05895969049637051,0.004313547999108859,0.03271650536003139,0.00432107332045192,0.03272046485729707,1.6559151560454484,1.670292774118257,1.682171751405401,0.03271892456038278,0.0589596904963709,2.085,2497.4,0.0045874999999999,149097.5,0,2.5,0
2,2023-01-20 14:13:59.999,2.0856698504283067,2.0839999,0.0045878965851468,0.0045885,0.7342890759064743,0.7350900748428634,-5.3842021057052065,-5.384333620259633,0.05918335443959266,0.05823393816313238,0.004324484492597392,0.03272136664017501,0.004332102722002611,0.032725479648534055,1.676102300307984,1.6475306261916771,1.670292774118257,0.032722972252915566,0.058233986147778,2.084,4350.6,0.0045885,3018675.7,0,2.5,0
3,2023-01-20 14:14:59.999,2.079986915044924,2.0825,0.004588185837247,0.00459,0.7335690950588607,0.7323616028496527,-5.383875254909683,-5.384270575468407,0.056383734882069936,0.05714509832585635,0.004335331855226512,0.03272592941160436,0.004342559796210661,0.0327294038890613,1.590043474737781,1.6136979887240086,1.6475306261916771,0.03272646070866587,0.0571450983258561,2.0825,10864.3,0.00459,77459.7,0,2.5,0
4,2023-01-20 14:15:59.999,2.0721299049218604,2.0825,0.0045903031981307,0.0045895,0.7335690950588607,0.7285770178575689,-5.383984193305128,-5.383809200853675,0.052078477532516154,0.057268037927135085,0.004346350926884389,0.03273039335887096,0.0043529794682822,0.03273295330132912,1.4580260334253454,1.6168973718095345,1.6136979887240086,0.0327294038890613,0.0572680379271348,2.0825,1741.2,0.0045895,86526.7,0,2.5,0
5,2023-01-20 14:16:59.999,2.065618223193633,2.0839999,0.0045893436948001,0.004594,0.7342890759064743,0.7254295632990718,-5.38300417471523,-5.38401825101547,0.049166941113196194,0.05688204420815335,0.004357769337781949,0.03273437843665307,0.004363991969607447,0.032736363872970756,1.3685988253747674,1.604560018514338,1.6168973718095345,0.03273206594826216,0.0568820921927999,2.084,1299.1,0.004594,1533283.5,0,2.5,0
6,2023-01-20 14:17:59.999,2.0694276780339638,2.0839999,0.0045923423598211,0.0045925,0.7342890759064743,0.7272720850069551,-5.383330740874993,-5.383365067033841,0.05027232897644007,0.05725058197950961,0.004369192110923251,0.03273848367406192,0.004375566661244806,0.03274067871783517,1.4018268439314132,1.6152669254649468,1.604560018514338,0.03273465858714994,0.0572506299641562,2.084,3040.3,0.0045925,588908.0,0,2.5,0
7,2023-01-20 14:18:59.999,2.0736444840627604,2.083,0.0045933064562928,0.004594,0.7338091622788351,0.7293076795222779,-5.38300417471523,-5.383155153396919,0.05207103090012133,0.05640213058051413,0.004380563403043016,0.03274233562543613,0.0043871861592570255,0.03274488454808703,1.4562227168899886,1.5888166248304463,1.6152669254649468,0.03273744258418686,0.0564021305805138,2.083,7777.2,0.004594,435212.6,0,2.5,0
8,2023-01-20 14:19:59.999,2.074011948859981,2.0815,0.0045957217537874,0.0045915,0.7330887876528931,0.7294848710539897,-5.383548510910697,-5.382629461779698,0.05165496678901926,0.05629605245268854,0.004391322516034784,0.032746665393388476,0.004397885999477775,0.032749127461000754,1.443002743991195,1.5850386386863462,1.5888166248304463,0.03274067871783517,0.0562960524526889,2.0815,1379.6,0.0045915,220461.0,0,2.5,0
9,2023-01-20 14:20:59.999,2.0733717875042843,2.08,0.0045911757019639,0.0045845,0.7323678937132266,0.7291761649387742,-5.385074230474318,-5.383619143490298,0.052463140304693345,0.057296969762846595,0.004401358483621595,0.03275180489287349,0.004408032804107786,0.03275442712343977,1.4671332006352296,1.6150441617565516,1.5850386386863462,0.03274383309052406,0.0572969697628469,2.08,6707.4,0.0045845,1542909.1,0,2.5,0
