index,close_time,predictions_DOTUSDT,actual_DOTUSDT,predictions_JASMYUSDT,actual_JASMYUSDT,log_actual_price_DOTUSDT,log_prediction_DOTUSDT,log_actual_price_JASMYUSDT,log_prediction_JASMYUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_7200_minutes,actual_spread_rolling_sd_7200_minutes,predicted_spread_rolling_mean_7200_minutes,predicted_spread_rolling_sd_7200_minutes,predicted_rolling_z_score_7200_minutes,actual_rolling_z_score_7200_minutes,actual_rolling_z_score_7200_minutes_lag_1,predicted_spread_rolling_sd_7200_minutes_percentile_75th,historical_spread,historical_DOTUSDT_mid,historical_DOTUSDT_vol,historical_JASMYUSDT_mid,historical_JASMYUSDT_vol,signal_7200_minutes,threshold_7200_minutes,delayed_signal_7200_minutes
0,2023-01-20 14:57:59.999,5.807980864998737,5.8685,0.0045972926852632,0.0046015,1.7695990645580415,1.7592329829231865,-5.381372941685362,-5.382287695430584,0.05015482819916417,0.059884241952115946,0.011592718955623839,0.029994057418358772,0.01159807406036534,0.029995416695574362,1.2854215205647614,1.610036358966687,0.0,0.029995416695574362,0.0598842419521155,5.8685,6255.55,0.0046015,477228.2,0,2.0,0
1,2023-01-20 14:58:59.999,5.818815866159543,5.863,0.0045974493924325,0.004599,1.768661417982078,1.7610967816199112,-5.38191639042435,-5.3822536091738975,0.051994902888242045,0.059324835267906995,0.011600385702544035,0.029999201870853528,0.011605995273046142,0.030000895008678603,1.3462567567904982,1.590857309164976,1.610036358966687,0.029999525430402543,0.0593248352679065,5.863,7775.76,0.004599,474194.9,0,2.5,0
2,2023-01-20 14:59:59.999,5.80949311725898,5.866,0.0045938729179719,0.0046,1.7691729705552592,1.7594933239011123,-5.381698975487088,-5.38303183770736,0.050933091612132886,0.05968506721701394,0.011608026587403737,0.03000444158888269,0.011613487643510492,0.030005936445508592,1.3103941628359979,1.6023307911660591,1.590857309164976,0.0300034157270936,0.0596850672170141,5.866,5663.65,0.0046,362044.7,0,2.5,0
3,2023-01-20 15:00:59.999,5.806867554246537,5.872,0.0045936135019904,0.0045985,1.7701952913122145,1.7590412781819063,-5.382025115621522,-5.3830883092970225,0.05052035007458855,0.06093438124913053,0.011615740423403716,0.030009982053711276,0.01162114309104032,0.03001139977614117,1.2961477063283398,1.6434078746684115,1.6023307911660591,0.030007302278166736,0.0609343812491305,5.872,10924.71,0.0045985,512211.2,0,2.5,0
4,2023-01-20 15:01:59.999,5.810501743669907,5.867,0.0045919250401376,0.004595,1.7693434299437227,1.7596669257702235,-5.382786523174486,-5.383455944109957,0.051401871201426586,0.06061245893422895,0.01162370238906478,0.030015375243231567,0.011629226367513937,0.030016950935122716,1.325006158016364,1.6321220757088846,1.6434078746684115,0.03001139977614117,0.0606124589342291,5.867,14443.56,0.004595,284575.6,0,2.5,0
5,2023-01-20 15:02:59.999,5.806920961819202,5.864,0.0045892219186623,0.004596,1.7688319645843504,1.7590504754516156,-5.382568918995628,-5.384044785910558,0.051195254309490235,0.059949541238782045,0.011631588794731855,0.030020611524352005,0.01163708298519356,0.030022146858352455,1.3176329964321392,1.6094926115963966,1.6321220757088846,0.03001556314537733,0.0599495412387822,5.864,4004.38,0.0045959999999999,397986.4,0,2.5,0
6,2023-01-20 15:03:59.999,5.804100120925238,5.885,0.0045883323159927,0.0046085,1.77240674071224,1.758564585204865,-5.379852854530555,-5.38423865077905,0.05084429385760836,0.061633938650953235,0.01163981535030274,0.030026196463757038,0.011645259660607879,0.030027665323428283,1.3054306345427555,1.665016858228968,1.6094926115963966,0.030019548896737587,0.061633938650953,5.885,22231.32,0.0046085,1281522.6,0,2.5,0
7,2023-01-20 15:04:59.999,5.820453973330404,5.8935,0.0045965927523054,0.0046165,1.7738500486844873,1.7613782609917734,-5.378118436751592,-5.382439955965895,0.05240607947968967,0.06187009322324344,0.011648015821794344,0.030031850543722715,0.011653675877850158,0.030033605507876975,1.3568934835729696,1.6722937978241423,1.665016858228968,0.030023526474621413,0.0618700932232432,5.8935,7813.56,0.0046165,666508.4,0,2.5,0
8,2023-01-20 15:05:59.999,5.824225359040828,5.9025,0.0046042943307105,0.0046235,1.775375989977531,1.762026005036009,-5.37660328494658,-5.380765860819565,0.05188865462848691,0.062341490060473514,0.011656253105869999,0.030037619609606745,0.011661840163434587,0.030039275041992,1.3391406553193819,1.6873919309635699,1.6722937978241423,0.030027665323428283,0.0623414900604739,5.9025,26585.58,0.0046235,1640057.0,0,2.5,0
9,2023-01-20 15:06:59.999,5.834162535601694,5.906,0.0046139772126664,0.0046245,1.7759687833217308,1.763730731119443,-5.376387021969959,-5.3786650579800055,0.052131223600079934,0.0627837645442928,0.011664568824003636,0.030043484455004443,0.011670188412224175,0.03004518243131171,1.3466729742898524,1.7015068873535428,1.6873919309635699,0.030032120461764802,0.0627837645442932,5.906000000000001,3146.02,0.0046245,1682224.6,0,2.5,0
