index,close_time,predictions_ETHUSDT,actual_ETHUSDT,predictions_SHIBUSDT,actual_SHIBUSDT,log_actual_price_ETHUSDT,log_prediction_ETHUSDT,log_actual_price_SHIBUSDT,log_prediction_SHIBUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_1080_minutes,actual_spread_rolling_sd_1080_minutes,predicted_spread_rolling_mean_1080_minutes,predicted_spread_rolling_sd_1080_minutes,predicted_rolling_z_score_1080_minutes,actual_rolling_z_score_1080_minutes,actual_rolling_z_score_1080_minutes_lag_1,predicted_spread_rolling_sd_1080_minutes_percentile_75th,historical_spread,historical_ETHUSDT_mid,historical_ETHUSDT_vol,historical_SHIBUSDT_mid,historical_SHIBUSDT_vol,signal_1080_minutes,threshold_1080_minutes,delayed_signal_1080_minutes
0,2023-01-20 16:43:59.999,1584.4533264203806,1585.085,1.1555069133338628e-05,1.1635e-05,7.368393312633716,7.3679947223515185,-11.36149276121002,-11.368386331275419,-0.03563370402888033,-0.040929337333719396,-0.04813434333295112,0.004605680285281067,-0.04812277937429796,0.004619208936641732,2.7037260095226316,1.564373893311188,0.0,0.004619208936641732,-0.0409293373337185,1585.085,1021.493,1.1635e-05,10440648604.0,1,2.0,0
1,2023-01-20 16:44:59.999,1587.127007712275,1585.005,1.154518889885783e-05,1.1635e-05,7.368342840880538,7.36968074738862,-11.36149276121002,-11.369241753329105,-0.033241083658917425,-0.04097980908689802,-0.048128198283368534,0.004610791743164582,-0.04811442666946988,0.004630827573524563,3.2118110152894817,1.5503604575218286,1.564373893311188,0.0046279229143038544,-0.0409798090868989,1585.005,1512.4681,1.1635e-05,5826756753.0,1,2.5,1
2,2023-01-20 16:45:59.999,1587.3534973423425,1584.84,1.154738597590572e-05,1.163e-05,7.368238734843713,7.369823441369629,-11.361922591433702,-11.369051469043663,-0.03325556821618747,-0.04072886695928979,-0.048121155245449944,0.0046162761727234726,-0.04810740354607042,0.004636219412816601,3.2034366813671022,1.601353127405918,1.5503604575218286,0.004633523493170581,-0.040728866959288,1584.84,845.033,1.163e-05,8688076052.0,1,2.5,1
3,2023-01-20 16:46:59.999,1587.060404405806,1583.305,1.1560157961034236e-05,1.1605e-05,7.367269713463623,7.369638781809509,-11.364074518237874,-11.367946030364072,-0.034353341727951126,-0.03992035474653299,-0.04811374632456404,0.004623006110481772,-0.0481010169956125,0.004639764371599162,2.963011516665239,1.772308186972567,1.601353127405918,0.004637105652512241,-0.0399203547465347,1583.3049999999998,768.089,1.1605000000000002e-05,7845801977.0,1,2.5,1
4,2023-01-20 16:47:59.999,1585.5425080135626,1585.985,1.1539968604377934e-05,1.1615e-05,7.368960944394709,7.368681904097445,-11.363213191741902,-11.369694017479189,-0.03386634792405108,-0.03894059633302138,-0.04810582540831733,0.0046313801479600306,-0.04809265290370654,0.0046494339116450204,3.0597929231823495,1.9789412189221665,1.772308186972567,0.004639764371599162,-0.0389405963330204,1585.985,631.1147,1.1615e-05,10856714629.0,1,2.5,1
5,2023-01-20 16:48:59.999,1587.2160520463558,1586.9,1.1539847509726528e-05,1.163e-05,7.369537706568797,7.369736849915932,-11.361922591433702,-11.369704511033452,-0.03280273422467861,-0.039429895234206036,-0.04809796867916072,0.004638888095800649,-0.04808381952610384,0.0046599989646560905,3.279203582946071,1.8685670501087213,1.9789412189221665,0.004647016526633556,-0.0394298952342069,1586.9,916.3916,1.163e-05,6281232165.0,1,2.5,1
6,2023-01-20 16:49:59.999,1587.505722046393,1588.245,1.152515642071138e-05,1.163e-05,7.370384912022688,7.3699193351990235,-11.361922591433702,-11.370978396877666,-0.031567994340198524,-0.03858268978031454,-0.048089201997421484,0.004647906805086606,-0.04807391873409381,0.004672827596764331,3.532320431707068,2.045331934517953,1.8685670501087213,0.0046547164381505555,-0.0385826897803127,1588.245,577.2642,1.163e-05,3571537017.0,1,2.5,1
7,2023-01-20 16:50:59.999,1588.2172289824312,1586.17,1.1499050799458752e-05,1.1605e-05,7.369077584344654,7.370367426521167,-11.364074518237874,-11.373246065179115,-0.02924676468665588,-0.03811248386550137,-0.04807982635894933,0.004657798961565343,-0.048062404470260806,0.0046907169690500175,4.011250285991044,2.1399254402552064,2.045331934517953,0.0046632061226831506,-0.0381124838655004,1586.17,344.1892,1.1605000000000002e-05,3748681322.0,1,2.5,1
8,2023-01-20 16:51:59.999,1586.5137902378726,1587.375,1.14775389958599e-05,1.161e-05,7.369836987509197,7.369294303224914,-11.363643762254474,-11.375118563237004,-0.02877316799504115,-0.037708893561008594,-0.04806929416284194,0.0046683654856985194,-0.04805144390736756,0.004702935023213678,4.099200991969671,2.219277953616165,2.1399254402552064,0.004672827596764331,-0.0377088935610103,1587.375,572.308,1.161e-05,7455513158.0,1,2.5,1
9,2023-01-20 16:52:59.999,1587.3703880944154,1590.25,1.149523203943464e-05,1.162e-05,7.371646515558914,7.369834082138832,-11.362782806540508,-11.37357821383415,-0.02950574778913584,-0.03661053175568352,-0.04805783457484468,0.004681271456405924,-0.04804067260742034,0.0047129742174471,3.9327447940770632,2.4453405289062005,2.219277953616165,0.004686244625978596,-0.0366105317556844,1590.25,1540.5741,1.162e-05,6560911151.0,1,2.5,1
