index,close_time,transaction_id,positions,ETHUSDT_units,SHIBUSDT_units,entry_ETHUSDT_price,entry_SHIBUSDT_price,historical_ETHUSDT_mid,historical_SHIBUSDT_mid,historical_ETHUSDT_vol,historical_SHIBUSDT_vol,signal,portfolio_value,ETHUSDT_raw_pnl,SHIBUSDT_raw_pnl,ETHUSDT_cost,SHIBUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
28.0,2023-01-20 17:11:59.999,,,0.0,0.0,,,1589.27,1.161e-05,265.0098,1222265201.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
29.0,2023-01-20 17:12:59.999,,,0.0,0.0,,,1590.36,1.162e-05,213.6598,2464361899.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
30.0,2023-01-20 17:13:59.999,,,0.0,0.0,,,1590.07,1.1615e-05,328.9877,6010112310.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
31.0,2023-01-20 17:14:59.999,,,0.0,0.0,,,1588.2199999999998,1.1605000000000002e-05,256.25,7182553085.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
32.0,2023-01-20 17:15:59.999,,,0.0,0.0,,,1588.32,1.16e-05,287.8588,950218765.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
33.0,2023-01-20 17:16:59.999,,,0.0,0.0,,,1590.47,1.1615e-05,470.3565,6979596108.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
34.0,2023-01-20 17:17:59.999,,,0.0,0.0,,,1590.375,1.1625e-05,500.5536,4635977511.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
35.0,2023-01-20 17:18:59.999,,,0.0,0.0,,,1590.305,1.1625e-05,338.7052,3243517171.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
36.0,2023-01-20 17:19:59.999,,,0.0,0.0,,,1590.01,1.1615e-05,268.6864,1336992150.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
37.0,2023-01-20 17:20:59.999,,,0.0,0.0,,,1590.525,1.1615e-05,412.2902,2239355153.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
38.0,2023-01-20 17:21:59.999,,,0.0,0.0,,,1590.6799999999998,1.162e-05,294.6719,447829008.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
39.0,2023-01-20 17:22:59.999,,,0.0,0.0,,,1590.35,1.162e-05,1897.5982,8153564032.0,0.0,10000.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0
