close_time,ETHUSDT_mid
2023-01-01 00:00:59.999,1196.0300000000002
2023-01-01 00:01:59.999,1196.165
2023-01-01 00:02:59.999,1195.975
2023-01-01 00:03:59.999,1195.84
2023-01-01 00:04:59.999,1195.9850000000001
2023-01-01 00:05:59.999,1196.455
2023-01-01 00:06:59.999,1196.595
2023-01-01 00:07:59.999,1196.4650000000001
2023-01-01 00:08:59.999,1196.0
2023-01-01 00:09:59.999,1195.255
2023-01-01 00:10:59.999,1195.59
2023-01-01 00:11:59.999,1195.4450000000002
2023-01-01 00:12:59.999,1195.24
2023-01-01 00:13:59.999,1194.975
2023-01-01 00:14:59.999,1194.775
2023-01-01 00:15:59.999,1194.54
2023-01-01 00:16:59.999,1194.605
2023-01-01 00:17:59.999,1194.97
2023-01-01 00:18:59.999,1195.3600000000001
2023-01-01 00:19:59.999,1195.755
2023-01-01 00:20:59.999,1196.005
2023-01-01 00:21:59.999,1196.155
2023-01-01 00:22:59.999,1196.205
2023-01-01 00:23:59.999,1196.185
2023-01-01 00:24:59.999,1196.195
2023-01-01 00:25:59.999,1196.2350000000001
2023-01-01 00:26:59.999,1196.4650000000001
2023-01-01 00:27:59.999,1196.495
2023-01-01 00:28:59.999,1196.6950000000002
2023-01-01 00:29:59.999,1196.655
2023-01-01 00:30:59.999,1196.44
2023-01-01 00:31:59.999,1196.2649999999999
2023-01-01 00:32:59.999,1195.9099999999999
2023-01-01 00:33:59.999,1195.5549999999998
2023-01-01 00:34:59.999,1194.6399999999999
2023-01-01 00:35:59.999,1194.025
2023-01-01 00:36:59.999,1193.965
2023-01-01 00:37:59.999,1193.18
2023-01-01 00:38:59.999,1193.57
2023-01-01 00:39:59.999,1194.0500000000002
2023-01-01 00:40:59.999,1194.065
2023-01-01 00:41:59.999,1193.495
2023-01-01 00:42:59.999,1193.315
2023-01-01 00:43:59.999,1193.4299999999998
2023-01-01 00:44:59.999,1193.855
2023-01-01 00:45:59.999,1193.7350000000001
2023-01-01 00:46:59.999,1193.96
2023-01-01 00:47:59.999,1194.585
2023-01-01 00:48:59.999,1194.875
2023-01-01 00:49:59.999,1194.785
2023-01-01 00:50:59.999,1194.42
2023-01-01 00:51:59.999,1194.1950000000002
2023-01-01 00:52:59.999,1194.3400000000001
2023-01-01 00:53:59.999,1194.53
2023-01-01 00:54:59.999,1194.815
2023-01-01 00:55:59.999,1194.84
2023-01-01 00:56:59.999,1194.935
2023-01-01 00:57:59.999,1195.01
2023-01-01 00:58:59.999,1194.6
2023-01-01 00:59:59.999,1194.165
2023-01-01 01:00:59.999,1193.9699999999998
2023-01-01 01:01:59.999,1194.1999999999998
2023-01-01 01:02:59.999,1194.54
2023-01-01 01:03:59.999,1194.755
2023-01-01 01:04:59.999,1194.33
2023-01-01 01:05:59.999,1194.105
2023-01-01 01:06:59.999,1194.145
2023-01-01 01:07:59.999,1194.25
2023-01-01 01:08:59.999,1194.315
2023-01-01 01:09:59.999,1195.03
2023-01-01 01:10:59.999,1195.72
2023-01-01 01:11:59.999,1195.74
2023-01-01 01:12:59.999,1195.56
2023-01-01 01:13:59.999,1195.43
2023-01-01 01:14:59.999,1195.45
2023-01-01 01:15:59.999,1195.435
2023-01-01 01:16:59.999,1195.3600000000001
2023-01-01 01:17:59.999,1195.295
2023-01-01 01:18:59.999,1195.335
2023-01-01 01:19:59.999,1195.375
2023-01-01 01:20:59.999,1195.375
2023-01-01 01:21:59.999,1195.1950000000002
2023-01-01 01:22:59.999,1195.0900000000001
2023-01-01 01:23:59.999,1195.1100000000001
2023-01-01 01:24:59.999,1195.33
2023-01-01 01:25:59.999,1195.505
2023-01-01 01:26:59.999,1195.35
2023-01-01 01:27:59.999,1195.375
2023-01-01 01:28:59.999,1195.375
2023-01-01 01:29:59.999,1195.415
2023-01-01 01:30:59.999,1195.46
2023-01-01 01:31:59.999,1195.3000000000002
2023-01-01 01:32:59.999,1195.1350000000002
2023-01-01 01:33:59.999,1195.1350000000002
2023-01-01 01:34:59.999,1195.1350000000002
2023-01-01 01:35:59.999,1195.1350000000002
2023-01-01 01:36:59.999,1195.355
2023-01-01 01:37:59.999,1194.96
2023-01-01 01:38:59.999,1194.75
2023-01-01 01:39:59.999,1194.75
2023-01-01 01:40:59.999,1195.02
2023-01-01 01:41:59.999,1195.1399999999999
2023-01-01 01:42:59.999,1195.24
2023-01-01 01:43:59.999,1195.1999999999998
2023-01-01 01:44:59.999,1195.0149999999999
2023-01-01 01:45:59.999,1194.94
2023-01-01 01:46:59.999,1195.03
2023-01-01 01:47:59.999,1195.115
2023-01-01 01:48:59.999,1195.125
2023-01-01 01:49:59.999,1195.33
2023-01-01 01:50:59.999,1195.615
2023-01-01 01:51:59.999,1195.63
2023-01-01 01:52:59.999,1195.415
2023-01-01 01:53:59.999,1195.3200000000002
2023-01-01 01:54:59.999,1195.355
2023-01-01 01:55:59.999,1195.5
2023-01-01 01:56:59.999,1195.855
2023-01-01 01:57:59.999,1196.17
2023-01-01 01:58:59.999,1196.185
2023-01-01 01:59:59.999,1196.04
2023-01-01 02:00:59.999,1195.165
2023-01-01 02:01:59.999,1194.4250000000002
2023-01-01 02:02:59.999,1194.705
2023-01-01 02:03:59.999,1194.48
2023-01-01 02:04:59.999,1194.205
2023-01-01 02:05:59.999,1194.2649999999999
2023-01-01 02:06:59.999,1194.25
2023-01-01 02:07:59.999,1194.28
2023-01-01 02:08:59.999,1194.29
2023-01-01 02:09:59.999,1194.335
2023-01-01 02:10:59.999,1194.3249999999998
2023-01-01 02:11:59.999,1194.2350000000001
2023-01-01 02:12:59.999,1194.2
2023-01-01 02:13:59.999,1194.17
2023-01-01 02:14:59.999,1194.825
2023-01-01 02:15:59.999,1195.165
2023-01-01 02:16:59.999,1195.29
2023-01-01 02:17:59.999,1195.175
2023-01-01 02:18:59.999,1195.0349999999999
2023-01-01 02:19:59.999,1195.185
2023-01-01 02:20:59.999,1195.33
2023-01-01 02:21:59.999,1195.41
2023-01-01 02:22:59.999,1195.27
2023-01-01 02:23:59.999,1195.4
2023-01-01 02:24:59.999,1195.415
2023-01-01 02:25:59.999,1195.3850000000002
2023-01-01 02:26:59.999,1195.665
2023-01-01 02:27:59.999,1195.8899999999999
2023-01-01 02:28:59.999,1195.98
2023-01-01 02:29:59.999,1196.035
2023-01-01 02:30:59.999,1196.155
2023-01-01 02:31:59.999,1196.12
2023-01-01 02:32:59.999,1196.305
2023-01-01 02:33:59.999,1196.56
2023-01-01 02:34:59.999,1196.67
2023-01-01 02:35:59.999,1196.5
2023-01-01 02:36:59.999,1196.15
2023-01-01 02:37:59.999,1196.005
2023-01-01 02:38:59.999,1196.03
2023-01-01 02:39:59.999,1195.98
2023-01-01 02:40:59.999,1195.76
2023-01-01 02:41:59.999,1195.6149999999998
2023-01-01 02:42:59.999,1195.6149999999998
2023-01-01 02:43:59.999,1195.5349999999999
2023-01-01 02:44:59.999,1195.365
2023-01-01 02:45:59.999,1195.425
2023-01-01 02:46:59.999,1195.5900000000001
2023-01-01 02:47:59.999,1195.685
2023-01-01 02:48:59.999,1195.68
2023-01-01 02:49:59.999,1195.6550000000002
2023-01-01 02:50:59.999,1195.6550000000002
2023-01-01 02:51:59.999,1195.6550000000002
2023-01-01 02:52:59.999,1195.685
2023-01-01 02:53:59.999,1195.615
2023-01-01 02:54:59.999,1195.505
2023-01-01 02:55:59.999,1195.4250000000002
2023-01-01 02:56:59.999,1195.4
2023-01-01 02:57:59.999,1195.365
2023-01-01 02:58:59.999,1195.335
2023-01-01 02:59:59.999,1195.37
2023-01-01 03:00:59.999,1194.13
2023-01-01 03:01:59.999,1192.925
2023-01-01 03:02:59.999,1193.1950000000002
2023-01-01 03:03:59.999,1193.1399999999999
2023-01-01 03:04:59.999,1192.9650000000001
2023-01-01 03:05:59.999,1193.01
2023-01-01 03:06:59.999,1193.24
2023-01-01 03:07:59.999,1193.405
2023-01-01 03:08:59.999,1193.4450000000002
2023-01-01 03:09:59.999,1193.4850000000001
2023-01-01 03:10:59.999,1193.4099999999999
2023-01-01 03:11:59.999,1193.295
2023-01-01 03:12:59.999,1193.26
2023-01-01 03:13:59.999,1193.275
2023-01-01 03:14:59.999,1193.25
2023-01-01 03:15:59.999,1192.915
2023-01-01 03:16:59.999,1192.87
2023-01-01 03:17:59.999,1192.525
2023-01-01 03:18:59.999,1192.255
2023-01-01 03:19:59.999,1191.95
2023-01-01 03:20:59.999,1192.205
2023-01-01 03:21:59.999,1192.625
2023-01-01 03:22:59.999,1193.065
2023-01-01 03:23:59.999,1193.205
2023-01-01 03:24:59.999,1193.35
2023-01-01 03:25:59.999,1193.39
2023-01-01 03:26:59.999,1193.31
2023-01-01 03:27:59.999,1193.305
2023-01-01 03:28:59.999,1193.355
2023-01-01 03:29:59.999,1193.37
2023-01-01 03:30:59.999,1193.2800000000002
2023-01-01 03:31:59.999,1193.185
2023-01-01 03:32:59.999,1193.185
2023-01-01 03:33:59.999,1193.335
2023-01-01 03:34:59.999,1193.455
2023-01-01 03:35:59.999,1193.3600000000001
2023-01-01 03:36:59.999,1193.355
2023-01-01 03:37:59.999,1193.37
2023-01-01 03:38:59.999,1193.44
2023-01-01 03:39:59.999,1193.695
2023-01-01 03:40:59.999,1193.905
2023-01-01 03:41:59.999,1193.835
2023-01-01 03:42:59.999,1193.83
2023-01-01 03:43:59.999,1193.9099999999999
2023-01-01 03:44:59.999,1193.995
2023-01-01 03:45:59.999,1193.995
2023-01-01 03:46:59.999,1193.905
2023-01-01 03:47:59.999,1193.9
2023-01-01 03:48:59.999,1193.935
2023-01-01 03:49:59.999,1193.99
2023-01-01 03:50:59.999,1193.895
2023-01-01 03:51:59.999,1193.755
2023-01-01 03:52:59.999,1193.895
