close_time,ATOMUSDT_mid
2023-01-01 02:12:59.999,9.332
2023-01-01 02:13:59.999,9.3385
2023-01-01 02:14:59.999,9.3455
2023-01-01 02:15:59.999,9.354
2023-01-01 02:16:59.999,9.356
2023-01-01 02:17:59.999,9.3555
2023-01-01 02:18:59.999,9.354
2023-01-01 02:19:59.999,9.350000000000001
2023-01-01 02:20:59.999,9.350000000000001
2023-01-01 02:21:59.999,9.355
2023-01-01 02:22:59.999,9.3545
2023-01-01 02:23:59.999,9.3565
2023-01-01 02:24:59.999,9.3575
2023-01-01 02:25:59.999,9.361
2023-01-01 02:26:59.999,9.373999999999999
2023-01-01 02:27:59.999,9.376
2023-01-01 02:28:59.999,9.3715
2023-01-01 02:29:59.999,9.372
2023-01-01 02:30:59.999,9.372
2023-01-01 02:31:59.999,9.375
2023-01-01 02:32:59.999,9.374
2023-01-01 02:33:59.999,9.379000000000001
2023-01-01 02:34:59.999,9.381499999999999
2023-01-01 02:35:59.999,9.381499999999999
2023-01-01 02:36:59.999,9.379
2023-01-01 02:37:59.999,9.3845
2023-01-01 02:38:59.999,9.3915
2023-01-01 02:39:59.999,9.386
2023-01-01 02:40:59.999,9.382000000000001
2023-01-01 02:41:59.999,9.376999999999999
2023-01-01 02:42:59.999,9.375
2023-01-01 02:43:59.999,9.372
2023-01-01 02:44:59.999,9.3665
2023-01-01 02:45:59.999,9.366
2023-01-01 02:46:59.999,9.3655
2023-01-01 02:47:59.999,9.363
2023-01-01 02:48:59.999,9.358
2023-01-01 02:49:59.999,9.358
2023-01-01 02:50:59.999,9.3575
2023-01-01 02:51:59.999,9.3565
2023-01-01 02:52:59.999,9.359
2023-01-01 02:53:59.999,9.3545
2023-01-01 02:54:59.999,9.355
2023-01-01 02:55:59.999,9.3555
2023-01-01 02:56:59.999,9.358
2023-01-01 02:57:59.999,9.364
2023-01-01 02:58:59.999,9.368
2023-01-01 02:59:59.999,9.368500000000001
2023-01-01 03:00:59.999,9.3645
2023-01-01 03:01:59.999,9.3605
2023-01-01 03:02:59.999,9.358
2023-01-01 03:03:59.999,9.356
2023-01-01 03:04:59.999,9.3565
2023-01-01 03:05:59.999,9.355
2023-01-01 03:06:59.999,9.355
2023-01-01 03:07:59.999,9.3575
2023-01-01 03:08:59.999,9.3585
2023-01-01 03:09:59.999,9.358
2023-01-01 03:10:59.999,9.3575
2023-01-01 03:11:59.999,9.3575
2023-01-01 03:12:59.999,9.3585
2023-01-01 03:13:59.999,9.362
2023-01-01 03:14:59.999,9.357
2023-01-01 03:15:59.999,9.355
2023-01-01 03:16:59.999,9.355
2023-01-01 03:17:59.999,9.3515
2023-01-01 03:18:59.999,9.3505
2023-01-01 03:19:59.999,9.3505
2023-01-01 03:20:59.999,9.350999999999999
2023-01-01 03:21:59.999,9.3525
2023-01-01 03:22:59.999,9.356
2023-01-01 03:23:59.999,9.357
2023-01-01 03:24:59.999,9.3565
2023-01-01 03:25:59.999,9.356
2023-01-01 03:26:59.999,9.356
2023-01-01 03:27:59.999,9.357
2023-01-01 03:28:59.999,9.362
2023-01-01 03:29:59.999,9.367999999999999
2023-01-01 03:30:59.999,9.3695
2023-01-01 03:31:59.999,9.3705
2023-01-01 03:32:59.999,9.37
2023-01-01 03:33:59.999,9.3715
2023-01-01 03:34:59.999,9.371
2023-01-01 03:35:59.999,9.3735
2023-01-01 03:36:59.999,9.372
2023-01-01 03:37:59.999,9.3735
2023-01-01 03:38:59.999,9.372499999999999
2023-01-01 03:39:59.999,9.372
2023-01-01 03:40:59.999,9.373999999999999
2023-01-01 03:41:59.999,9.374500000000001
2023-01-01 03:42:59.999,9.375
2023-01-01 03:43:59.999,9.378
2023-01-01 03:44:59.999,9.381499999999999
2023-01-01 03:45:59.999,9.3885
2023-01-01 03:46:59.999,9.3865
2023-01-01 03:47:59.999,9.383
2023-01-01 03:48:59.999,9.383
2023-01-01 03:49:59.999,9.381
2023-01-01 03:50:59.999,9.379000000000001
2023-01-01 03:51:59.999,9.377
2023-01-01 03:52:59.999,9.3765
2023-01-01 03:53:59.999,9.378
2023-01-01 03:54:59.999,9.382
2023-01-01 03:55:59.999,9.385
2023-01-01 03:56:59.999,9.383
2023-01-01 03:57:59.999,9.3835
2023-01-01 03:58:59.999,9.3835
2023-01-01 03:59:59.999,9.383
2023-01-01 04:00:59.999,9.3865
2023-01-01 04:01:59.999,9.3865
2023-01-01 04:02:59.999,9.387
2023-01-01 04:03:59.999,9.3895
2023-01-01 04:04:59.999,9.3915
2023-01-01 04:05:59.999,9.3895
2023-01-01 04:06:59.999,9.3835
2023-01-01 04:07:59.999,9.375499999999999
2023-01-01 04:08:59.999,9.368
2023-01-01 04:09:59.999,9.364
2023-01-01 04:10:59.999,9.362
2023-01-01 04:11:59.999,9.3605
2023-01-01 04:12:59.999,9.3595
2023-01-01 04:13:59.999,9.355
2023-01-01 04:14:59.999,9.350999999999999
2023-01-01 04:15:59.999,9.3515
2023-01-01 04:16:59.999,9.356
2023-01-01 04:17:59.999,9.3555
2023-01-01 04:18:59.999,9.3575
2023-01-01 04:19:59.999,9.354
2023-01-01 04:20:59.999,9.355
2023-01-01 04:21:59.999,9.354
2023-01-01 04:22:59.999,9.3595
2023-01-01 04:23:59.999,9.3625
2023-01-01 04:24:59.999,9.3605
2023-01-01 04:25:59.999,9.3585
2023-01-01 04:26:59.999,9.357
2023-01-01 04:27:59.999,9.3535
2023-01-01 04:28:59.999,9.3555
2023-01-01 04:29:59.999,9.354
2023-01-01 04:30:59.999,9.347999999999999
2023-01-01 04:31:59.999,9.353
2023-01-01 04:32:59.999,9.3605
2023-01-01 04:33:59.999,9.361
2023-01-01 04:34:59.999,9.355
2023-01-01 04:35:59.999,9.3515
2023-01-01 04:36:59.999,9.349
2023-01-01 04:37:59.999,9.350000000000001
2023-01-01 04:38:59.999,9.351500000000001
2023-01-01 04:39:59.999,9.351500000000001
2023-01-01 04:40:59.999,9.350000000000001
2023-01-01 04:41:59.999,9.350000000000001
2023-01-01 04:42:59.999,9.346
2023-01-01 04:43:59.999,9.341999999999999
2023-01-01 04:44:59.999,9.3345
2023-01-01 04:45:59.999,9.326
2023-01-01 04:46:59.999,9.3265
2023-01-01 04:47:59.999,9.323
2023-01-01 04:48:59.999,9.323
2023-01-01 04:49:59.999,9.322
2023-01-01 04:50:59.999,9.324
2023-01-01 04:51:59.999,9.328
2023-01-01 04:52:59.999,9.3225
2023-01-01 04:53:59.999,9.318
2023-01-01 04:54:59.999,9.322
2023-01-01 04:55:59.999,9.3225
2023-01-01 04:56:59.999,9.321
2023-01-01 04:57:59.999,9.3215
2023-01-01 04:58:59.999,9.318000000000001
2023-01-01 04:59:59.999,9.3165
2023-01-01 05:00:59.999,9.321
2023-01-01 05:01:59.999,9.3195
2023-01-01 05:02:59.999,9.3205
2023-01-01 05:03:59.999,9.3265
2023-01-01 05:04:59.999,9.328
2023-01-01 05:05:59.999,9.329
2023-01-01 05:06:59.999,9.33
2023-01-01 05:07:59.999,9.3295
2023-01-01 05:08:59.999,9.3275
2023-01-01 05:09:59.999,9.326
2023-01-01 05:10:59.999,9.323
2023-01-01 05:11:59.999,9.3205
2023-01-01 05:12:59.999,9.318999999999999
2023-01-01 05:13:59.999,9.3205
2023-01-01 05:14:59.999,9.32
2023-01-01 05:15:59.999,9.3205
2023-01-01 05:16:59.999,9.32
2023-01-01 05:17:59.999,9.32
2023-01-01 05:18:59.999,9.316500000000001
2023-01-01 05:19:59.999,9.315999999999999
2023-01-01 05:20:59.999,9.3155
2023-01-01 05:21:59.999,9.316
2023-01-01 05:22:59.999,9.3145
2023-01-01 05:23:59.999,9.312000000000001
2023-01-01 05:24:59.999,9.319500000000001
2023-01-01 05:25:59.999,9.327
2023-01-01 05:26:59.999,9.3325
2023-01-01 05:27:59.999,9.337
2023-01-01 05:28:59.999,9.339500000000001
2023-01-01 05:29:59.999,9.339
2023-01-01 05:30:59.999,9.336500000000001
2023-01-01 05:31:59.999,9.328
2023-01-01 05:32:59.999,9.3305
2023-01-01 05:33:59.999,9.341
2023-01-01 05:34:59.999,9.3445
2023-01-01 05:35:59.999,9.346
2023-01-01 05:36:59.999,9.345
2023-01-01 05:37:59.999,9.35
2023-01-01 05:38:59.999,9.350999999999999
2023-01-01 05:39:59.999,9.344999999999999
2023-01-01 05:40:59.999,9.3445
2023-01-01 05:41:59.999,9.343
2023-01-01 05:42:59.999,9.3415
2023-01-01 05:43:59.999,9.341
2023-01-01 05:44:59.999,9.3415
2023-01-01 05:45:59.999,9.346499999999999
2023-01-01 05:46:59.999,9.3505
2023-01-01 05:47:59.999,9.352
2023-01-01 05:48:59.999,9.35
2023-01-01 05:49:59.999,9.354
2023-01-01 05:50:59.999,9.3575
2023-01-01 05:51:59.999,9.3605
2023-01-01 05:52:59.999,9.3625
2023-01-01 05:53:59.999,9.3645
2023-01-01 05:54:59.999,9.362
2023-01-01 05:55:59.999,9.3635
2023-01-01 05:56:59.999,9.364
2023-01-01 05:57:59.999,9.361
2023-01-01 05:58:59.999,9.359
2023-01-01 05:59:59.999,9.3595
2023-01-01 06:00:59.999,9.36
2023-01-01 06:01:59.999,9.3635
2023-01-01 06:02:59.999,9.362
2023-01-01 06:03:59.999,9.3655
2023-01-01 06:04:59.999,9.364
2023-01-01 06:05:59.999,9.364
2023-01-01 06:06:59.999,9.3635
2023-01-01 06:07:59.999,9.3625
2023-01-01 06:08:59.999,9.3595
2023-01-01 06:09:59.999,9.363
2023-01-01 06:10:59.999,9.3655
2023-01-01 06:11:59.999,9.3655
2023-01-01 06:12:59.999,9.362
2023-01-01 06:13:59.999,9.362
2023-01-01 06:14:59.999,9.365
2023-01-01 06:15:59.999,9.3675
2023-01-01 06:16:59.999,9.370999999999999
2023-01-01 06:17:59.999,9.369499999999999
2023-01-01 06:18:59.999,9.372
2023-01-01 06:19:59.999,9.371500000000001
2023-01-01 06:20:59.999,9.3705
2023-01-01 06:21:59.999,9.3705
2023-01-01 06:22:59.999,9.371
2023-01-01 06:23:59.999,9.3695
2023-01-01 06:24:59.999,9.368500000000001
2023-01-01 06:25:59.999,9.3735
2023-01-01 06:26:59.999,9.373000000000001
2023-01-01 06:27:59.999,9.3715
2023-01-01 06:28:59.999,9.373000000000001
2023-01-01 06:29:59.999,9.370999999999999
2023-01-01 06:30:59.999,9.367999999999999
2023-01-01 06:31:59.999,9.366
2023-01-01 06:32:59.999,9.3655
2023-01-01 06:33:59.999,9.3615
2023-01-01 06:34:59.999,9.3595
2023-01-01 06:35:59.999,9.3585
2023-01-01 06:36:59.999,9.356
2023-01-01 06:37:59.999,9.3525
2023-01-01 06:38:59.999,9.352
2023-01-01 06:39:59.999,9.3525
2023-01-01 06:40:59.999,9.3535
2023-01-01 06:41:59.999,9.3585
2023-01-01 06:42:59.999,9.363
2023-01-01 06:43:59.999,9.363
2023-01-01 06:44:59.999,9.3645
2023-01-01 06:45:59.999,9.3625
2023-01-01 06:46:59.999,9.361
2023-01-01 06:47:59.999,9.3595
2023-01-01 06:48:59.999,9.358
2023-01-01 06:49:59.999,9.3565
2023-01-01 06:50:59.999,9.3515
2023-01-01 06:51:59.999,9.348500000000001
2023-01-01 06:52:59.999,9.3475
2023-01-01 06:53:59.999,9.346499999999999
2023-01-01 06:54:59.999,9.347999999999999
2023-01-01 06:55:59.999,9.347000000000001
2023-01-01 06:56:59.999,9.346
2023-01-01 06:57:59.999,9.3475
2023-01-01 06:58:59.999,9.3505
2023-01-01 06:59:59.999,9.352
2023-01-01 07:00:59.999,9.355
2023-01-01 07:01:59.999,9.3565
2023-01-01 07:02:59.999,9.354
2023-01-01 07:03:59.999,9.3575
2023-01-01 07:04:59.999,9.3565
2023-01-01 07:05:59.999,9.354
2023-01-01 07:06:59.999,9.3525
2023-01-01 07:07:59.999,9.3525
2023-01-01 07:08:59.999,9.3535
2023-01-01 07:09:59.999,9.350999999999999
2023-01-01 07:10:59.999,9.351500000000001
2023-01-01 07:11:59.999,9.348500000000001
2023-01-01 07:12:59.999,9.347999999999999
2023-01-01 07:13:59.999,9.348500000000001
2023-01-01 07:14:59.999,9.3505
2023-01-01 07:15:59.999,9.3495
2023-01-01 07:16:59.999,9.3475
2023-01-01 07:17:59.999,9.341999999999999
2023-01-01 07:18:59.999,9.346499999999999
2023-01-01 07:19:59.999,9.3415
2023-01-01 07:20:59.999,9.341000000000001
2023-01-01 07:21:59.999,9.340499999999999
2023-01-01 07:22:59.999,9.340499999999999
2023-01-01 07:23:59.999,9.34
2023-01-01 07:24:59.999,9.339500000000001
2023-01-01 07:25:59.999,9.339
2023-01-01 07:26:59.999,9.3415
2023-01-01 07:27:59.999,9.341
2023-01-01 07:28:59.999,9.340499999999999
2023-01-01 07:29:59.999,9.346499999999999
2023-01-01 07:30:59.999,9.346
2023-01-01 07:31:59.999,9.347999999999999
2023-01-01 07:32:59.999,9.345500000000001
2023-01-01 07:33:59.999,9.3475
2023-01-01 07:34:59.999,9.3565
2023-01-01 07:35:59.999,9.359
2023-01-01 07:36:59.999,9.3605
2023-01-01 07:37:59.999,9.370000000000001
2023-01-01 07:38:59.999,9.379999999999999
2023-01-01 07:39:59.999,9.384
2023-01-01 07:40:59.999,9.386
2023-01-01 07:41:59.999,9.3875
2023-01-01 07:42:59.999,9.389
2023-01-01 07:43:59.999,9.385
2023-01-01 07:44:59.999,9.382000000000001
2023-01-01 07:45:59.999,9.381499999999999
2023-01-01 07:46:59.999,9.379
2023-01-01 07:47:59.999,9.375
2023-01-01 07:48:59.999,9.376000000000001
2023-01-01 07:49:59.999,9.375
2023-01-01 07:50:59.999,9.377500000000001
2023-01-01 07:51:59.999,9.375499999999999
2023-01-01 07:52:59.999,9.371500000000001
2023-01-01 07:53:59.999,9.372
2023-01-01 07:54:59.999,9.374500000000001
2023-01-01 07:55:59.999,9.371500000000001
2023-01-01 07:56:59.999,9.3765
2023-01-01 07:57:59.999,9.380500000000001
2023-01-01 07:58:59.999,9.380500000000001
2023-01-01 07:59:59.999,9.380500000000001
2023-01-01 08:00:59.999,9.378499999999999
2023-01-01 08:01:59.999,9.3795
2023-01-01 08:02:59.999,9.3775
2023-01-01 08:03:59.999,9.3735
2023-01-01 08:04:59.999,9.3735
2023-01-01 08:05:59.999,9.3735
2023-01-01 08:06:59.999,9.371500000000001
2023-01-01 08:07:59.999,9.378
2023-01-01 08:08:59.999,9.377500000000001
2023-01-01 08:09:59.999,9.3725
2023-01-01 08:10:59.999,9.373000000000001
2023-01-01 08:11:59.999,9.3675
2023-01-01 08:12:59.999,9.364
2023-01-01 08:13:59.999,9.3615
2023-01-01 08:14:59.999,9.3585
2023-01-01 08:15:59.999,9.3595
2023-01-01 08:16:59.999,9.3615
2023-01-01 08:17:59.999,9.3615
2023-01-01 08:18:59.999,9.3615
2023-01-01 08:19:59.999,9.365
2023-01-01 08:20:59.999,9.3665
2023-01-01 08:21:59.999,9.3645
2023-01-01 08:22:59.999,9.361
2023-01-01 08:23:59.999,9.359
2023-01-01 08:24:59.999,9.3575
2023-01-01 08:25:59.999,9.3585
2023-01-01 08:26:59.999,9.3575
2023-01-01 08:27:59.999,9.3585
2023-01-01 08:28:59.999,9.359
2023-01-01 08:29:59.999,9.3595
2023-01-01 08:30:59.999,9.3565
2023-01-01 08:31:59.999,9.355
2023-01-01 08:32:59.999,9.3545
2023-01-01 08:33:59.999,9.3645
2023-01-01 08:34:59.999,9.3765
2023-01-01 08:35:59.999,9.379999999999999
2023-01-01 08:36:59.999,9.379999999999999
2023-01-01 08:37:59.999,9.3825
2023-01-01 08:38:59.999,9.3795
2023-01-01 08:39:59.999,9.372499999999999
2023-01-01 08:40:59.999,9.374500000000001
2023-01-01 08:41:59.999,9.376000000000001
2023-01-01 08:42:59.999,9.3735
2023-01-01 08:43:59.999,9.373999999999999
2023-01-01 08:44:59.999,9.370999999999999
2023-01-01 08:45:59.999,9.3695
2023-01-01 08:46:59.999,9.370000000000001
2023-01-01 08:47:59.999,9.371500000000001
2023-01-01 08:48:59.999,9.369499999999999
2023-01-01 08:49:59.999,9.368500000000001
2023-01-01 08:50:59.999,9.3665
2023-01-01 08:51:59.999,9.364
2023-01-01 08:52:59.999,9.3625
2023-01-01 08:53:59.999,9.36
2023-01-01 08:54:59.999,9.3645
2023-01-01 08:55:59.999,9.365
2023-01-01 08:56:59.999,9.3645
2023-01-01 08:57:59.999,9.3635
2023-01-01 08:58:59.999,9.362
2023-01-01 08:59:59.999,9.3625
2023-01-01 09:00:59.999,9.3615
2023-01-01 09:01:59.999,9.3605
2023-01-01 09:02:59.999,9.363
2023-01-01 09:03:59.999,9.3585
2023-01-01 09:04:59.999,9.357
2023-01-01 09:05:59.999,9.3565
2023-01-01 09:06:59.999,9.3545
2023-01-01 09:07:59.999,9.354
2023-01-01 09:08:59.999,9.358
2023-01-01 09:09:59.999,9.3605
2023-01-01 09:10:59.999,9.359
2023-01-01 09:11:59.999,9.3545
2023-01-01 09:12:59.999,9.353000000000002
2023-01-01 09:13:59.999,9.351500000000001
2023-01-01 09:14:59.999,9.3555
2023-01-01 09:15:59.999,9.3625
2023-01-01 09:16:59.999,9.3665
2023-01-01 09:17:59.999,9.3675
2023-01-01 09:18:59.999,9.3675
2023-01-01 09:19:59.999,9.368500000000001
2023-01-01 09:20:59.999,9.3675
2023-01-01 09:21:59.999,9.367
2023-01-01 09:22:59.999,9.372
2023-01-01 09:23:59.999,9.372499999999999
2023-01-01 09:24:59.999,9.375
2023-01-01 09:25:59.999,9.376999999999999
2023-01-01 09:26:59.999,9.376999999999999
2023-01-01 09:27:59.999,9.376999999999999
2023-01-01 09:28:59.999,9.369
2023-01-01 09:29:59.999,9.366
2023-01-01 09:30:59.999,9.3675
2023-01-01 09:31:59.999,9.3675
2023-01-01 09:32:59.999,9.3675
2023-01-01 09:33:59.999,9.3655
2023-01-01 09:34:59.999,9.367
2023-01-01 09:35:59.999,9.3675
2023-01-01 09:36:59.999,9.368
2023-01-01 09:37:59.999,9.3705
2023-01-01 09:38:59.999,9.3745
2023-01-01 09:39:59.999,9.374500000000001
2023-01-01 09:40:59.999,9.374500000000001
2023-01-01 09:41:59.999,9.378
2023-01-01 09:42:59.999,9.380500000000001
2023-01-01 09:43:59.999,9.379999999999999
2023-01-01 09:44:59.999,9.3855
2023-01-01 09:45:59.999,9.385
2023-01-01 09:46:59.999,9.382
2023-01-01 09:47:59.999,9.3835
2023-01-01 09:48:59.999,9.382
2023-01-01 09:49:59.999,9.3785
2023-01-01 09:50:59.999,9.384
2023-01-01 09:51:59.999,9.386
2023-01-01 09:52:59.999,9.3865
2023-01-01 09:53:59.999,9.3875
2023-01-01 09:54:59.999,9.389
2023-01-01 09:55:59.999,9.39
2023-01-01 09:56:59.999,9.394
2023-01-01 09:57:59.999,9.3965
2023-01-01 09:58:59.999,9.3965
2023-01-01 09:59:59.999,9.3975
2023-01-01 10:00:59.999,9.400500000000001
2023-01-01 10:01:59.999,9.399999999999999
2023-01-01 10:02:59.999,9.399000000000001
2023-01-01 10:03:59.999,9.3975
2023-01-01 10:04:59.999,9.3935
2023-01-01 10:05:59.999,9.389
2023-01-01 10:06:59.999,9.389
2023-01-01 10:07:59.999,9.3885
2023-01-01 10:08:59.999,9.389
2023-01-01 10:09:59.999,9.3935
2023-01-01 10:10:59.999,9.3995
2023-01-01 10:11:59.999,9.3995
2023-01-01 10:12:59.999,9.401
2023-01-01 10:13:59.999,9.405000000000001
2023-01-01 10:14:59.999,9.407
2023-01-01 10:15:59.999,9.4075
2023-01-01 10:16:59.999,9.407
2023-01-01 10:17:59.999,9.407
2023-01-01 10:18:59.999,9.408000000000001
2023-01-01 10:19:59.999,9.4085
2023-01-01 10:20:59.999,9.406
2023-01-01 10:21:59.999,9.403500000000001
2023-01-01 10:22:59.999,9.403500000000001
2023-01-01 10:23:59.999,9.403500000000001
2023-01-01 10:24:59.999,9.403500000000001
2023-01-01 10:25:59.999,9.403500000000001
2023-01-01 10:26:59.999,9.4025
2023-01-01 10:27:59.999,9.4025
2023-01-01 10:28:59.999,9.402999999999999
2023-01-01 10:29:59.999,9.399000000000001
2023-01-01 10:30:59.999,9.3965
2023-01-01 10:31:59.999,9.3925
2023-01-01 10:32:59.999,9.3905
2023-01-01 10:33:59.999,9.388
2023-01-01 10:34:59.999,9.389
2023-01-01 10:35:59.999,9.392
2023-01-01 10:36:59.999,9.3935
2023-01-01 10:37:59.999,9.3955
2023-01-01 10:38:59.999,9.3975
2023-01-01 10:39:59.999,9.396
2023-01-01 10:40:59.999,9.3925
2023-01-01 10:41:59.999,9.3895
2023-01-01 10:42:59.999,9.3895
2023-01-01 10:43:59.999,9.3905
2023-01-01 10:44:59.999,9.3905
2023-01-01 10:45:59.999,9.388
2023-01-01 10:46:59.999,9.3885
2023-01-01 10:47:59.999,9.392
2023-01-01 10:48:59.999,9.392
2023-01-01 10:49:59.999,9.396
2023-01-01 10:50:59.999,9.399000000000001
2023-01-01 10:51:59.999,9.3955
2023-01-01 10:52:59.999,9.3955
2023-01-01 10:53:59.999,9.3965
2023-01-01 10:54:59.999,9.3995
2023-01-01 10:55:59.999,9.3995
2023-01-01 10:56:59.999,9.399999999999999
2023-01-01 10:57:59.999,9.3995
2023-01-01 10:58:59.999,9.3985
2023-01-01 10:59:59.999,9.4025
2023-01-01 11:00:59.999,9.399000000000001
2023-01-01 11:01:59.999,9.401
2023-01-01 11:02:59.999,9.405999999999999
2023-01-01 11:03:59.999,9.403500000000001
2023-01-01 11:04:59.999,9.405000000000001
2023-01-01 11:05:59.999,9.4055
2023-01-01 11:06:59.999,9.408000000000001
2023-01-01 11:07:59.999,9.410499999999999
2023-01-01 11:08:59.999,9.4085
2023-01-01 11:09:59.999,9.4155
2023-01-01 11:10:59.999,9.423
2023-01-01 11:11:59.999,9.42
2023-01-01 11:12:59.999,9.417
2023-01-01 11:13:59.999,9.413
2023-01-01 11:14:59.999,9.412500000000001
2023-01-01 11:15:59.999,9.412500000000001
2023-01-01 11:16:59.999,9.412500000000001
2023-01-01 11:17:59.999,9.410499999999999
2023-01-01 11:18:59.999,9.407499999999999
2023-01-01 11:19:59.999,9.41
2023-01-01 11:20:59.999,9.408000000000001
2023-01-01 11:21:59.999,9.408000000000001
2023-01-01 11:22:59.999,9.41
2023-01-01 11:23:59.999,9.410499999999999
2023-01-01 11:24:59.999,9.408000000000001
2023-01-01 11:25:59.999,9.405999999999999
2023-01-01 11:26:59.999,9.405000000000001
