index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_TRXUSDT,actual_TRXUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_TRXUSDT,log_prediction_TRXUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_6120_minutes,actual_spread_rolling_sd_6120_minutes,predicted_spread_rolling_mean_6120_minutes,predicted_spread_rolling_sd_6120_minutes,predicted_rolling_z_score_6120_minutes,actual_rolling_z_score_6120_minutes,actual_rolling_z_score_6120_minutes_lag_1,predicted_spread_rolling_sd_6120_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_TRXUSDT_mid,historical_TRXUSDT_vol,signal_6120_minutes,threshold_6120_minutes,delayed_signal_6120_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,0.0608669479951433,0.06111,-0.9250792379072343,-0.9263773966050354,-2.795079760075313,-2.79906497745499,0.03396480720899986,0.03200513606854494,0.010548749296732593,0.01652683134654533,0.010552574824899928,0.01652819093888756,1.4165030202437694,1.2982758958387663,0.0,0.01652819093888756,0.0320051360685447,0.3964999999999999,330335.0,0.06111,434315.0,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,0.0607896609431773,0.061055,-0.9248270628964415,-0.9260146798136826,-2.795980181697152,-2.8003355547468924,0.0353661937187173,0.03299338646674288,0.010555192106095852,0.016527894177854052,0.010559245529002668,0.016529585913373293,1.500760413462295,1.357595475817619,1.2982758958387663,0.01652923716975186,0.0329933864667428,0.3966,367451.0,0.061055,413923.5,0,2.5,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,0.0607270675732475,0.061145,-0.9233153468111195,-0.9264384326738009,-2.794507186340804,-2.8013657565344148,0.03578460875135425,0.03330096040212993,0.01056171791904706,0.016528989227129535,0.010565838633118668,0.016530782490819254,1.5255642092103867,1.3757188761282668,1.357595475817619,0.016530184202096274,0.0333009604021299,0.3972,800336.0,0.061145,1507236.1,0,2.5,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,0.0608713666330189,0.06121,-0.9228119488644206,-0.9252233356986732,-2.7934447041191586,-2.7989923850605405,0.035059525387943324,0.03293580189267553,0.010568226440755061,0.016529955792459562,0.010572227633198646,0.016531569109385733,1.4812446170546576,1.3531539789189178,1.3757188761282668,0.016530979145460874,0.0329358018926755,0.3974,325232.0,0.06121,435951.4,0,2.5,0
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,0.0609100490476374,0.061195,-0.9240709191931175,-0.9253336911307692,-2.7936897921478354,-2.798357108886368,0.034429845292077044,0.031877185777250294,0.010574518069489827,0.0165307373499775,0.010578415361962069,0.016532198566370625,1.4427258319188678,1.2886701456054204,1.3531539789189178,0.016531569109385733,0.0318771857772506,0.3969,390580.0,0.061195,350606.9,0,2.5,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,0.060948100355257,0.0612,-0.9238190486727818,-0.927438572971053,-2.7936080894638566,-2.797732590804602,0.031814433298109845,0.03206226610363361,0.010580840334771245,0.016531555212148816,0.010584309309279226,0.016532432252371287,1.2841500672585868,1.2994195339272105,1.2886701456054204,0.0165320412021244,0.0320623164814688,0.397,207685.0,0.0612,354985.3,0,2.5,0
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,0.0609555940842068,0.06123,-0.9231894735653117,-0.927155985030084,-2.7931180134922737,-2.7976096457372894,0.03199651628022793,0.03229121460253337,0.010587253182515539,0.01653236355171027,0.010590750856604367,0.016533277422174118,1.2947079321922315,1.3128166067804963,1.2994195339272105,0.016532315409370956,0.0322912146025333,0.39725,202179.0,0.06123,112124.9,0,2.5,0
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,0.0609509692254528,0.061215,-0.9229377745959487,-0.9263339115453708,-2.7933630214562584,-2.7976855212050356,0.032880616334451496,0.032743202333997634,0.01059380274999712,0.01653319983705447,0.010597443791262347,0.016534302936825177,1.3476934968670555,1.33969224362479,1.3128166067804963,0.016532643544821993,0.0327432023339975,0.39735,440693.0,0.061215,277331.1,0,2.5,0
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,0.0608677946562933,0.06124,-0.9220573267684922,-0.9261083729870486,-2.792954708192654,-2.799051067520462,0.034222459753482926,0.033289862815170546,0.010600430848461103,0.016534166275437124,0.010604290026521064,0.0165355719202341,1.428324937346799,1.3722755407641254,1.33969224362479,0.016533277422174118,0.0332898628151705,0.3977,360435.0,0.06124,89522.5,0,2.5,0
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,0.0608376855191461,0.061225,-0.9220573267684922,-0.9246847352177155,-2.7931996761439057,-2.7995458544062792,0.03605057520285737,0.033490118867719465,0.010607198483203606,0.016535057463856664,0.01061135521849517,0.016536904250942043,1.538330245995893,1.3839032875776054,1.3722755407641254,0.016534046558162412,0.0334901188677194,0.3977,368463.0,0.061225,108815.5,0,2.5,0
