index,close_time,predictions_XRPUSDT,actual_XRPUSDT,predictions_TRXUSDT,actual_TRXUSDT,log_actual_price_XRPUSDT,log_prediction_XRPUSDT,log_actual_price_TRXUSDT,log_prediction_TRXUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_3240_minutes,actual_spread_rolling_sd_3240_minutes,predicted_spread_rolling_mean_3240_minutes,predicted_spread_rolling_sd_3240_minutes,predicted_rolling_z_score_3240_minutes,actual_rolling_z_score_3240_minutes,actual_rolling_z_score_3240_minutes_lag_1,predicted_spread_rolling_sd_3240_minutes_percentile_75th,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_TRXUSDT_mid,historical_TRXUSDT_vol,signal_3240_minutes,threshold_3240_minutes,delayed_signal_3240_minutes
0,2023-01-20 16:58:59.999,0.3959856140258727,0.3965,0.0608669479951433,0.06111,-0.9250792379072343,-0.9263773966050354,-2.795079760075313,-2.79906497745499,0.03396480720899986,0.03200513606854494,0.023459667857293184,0.011018820353701586,0.023462909183844163,0.01101866507565885,0.9531007570377346,0.7755338536199157,0.0,0.01101866507565885,0.0320051360685447,0.3964999999999999,330335.0,0.06111,434315.0,0,2.0,0
1,2023-01-20 16:59:59.999,0.3961292707089846,0.3966,0.0607896609431773,0.061055,-0.9248270628964415,-0.9260146798136826,-2.795980181697152,-2.8003355547468924,0.0353661937187173,0.03299338646674288,0.02346911496749879,0.011013867701783735,0.023472785772420488,0.01101415052480237,1.0798297989040981,0.8647526697366813,0.7755338536199157,0.01101753643794473,0.0329933864667428,0.3966,367451.0,0.061055,413923.5,0,2.0,0
2,2023-01-20 17:00:59.999,0.3959614453582926,0.3972,0.0607270675732475,0.061145,-0.9233153468111195,-0.9264384326738009,-2.794507186340804,-2.8013657565344148,0.03578460875135425,0.03330096040212993,0.02347867632391098,0.011008951021399373,0.02348247327930358,0.01100937411075482,1.1174236925996528,0.8922088997513243,0.8647526697366813,0.01101640780023061,0.0333009604021299,0.3972,800336.0,0.061145,1507236.1,0,2.0,0
3,2023-01-20 17:01:59.999,0.3964428693419942,0.3974,0.0608713666330189,0.06121,-0.9228119488644206,-0.9252233356986732,-2.7934447041191586,-2.7989923850605405,0.035059525387943324,0.03293580189267553,0.023488005787282575,0.011004152369566401,0.023491576141988116,0.011004331361187307,1.0512178219892399,0.8585664563789778,0.8922088997513243,0.01101527916251649,0.0329358018926755,0.3974,325232.0,0.06121,435951.4,0,2.0,0
4,2023-01-20 17:02:59.999,0.3963991221317621,0.3969,0.0609100490476374,0.061195,-0.9240709191931175,-0.9253336911307692,-2.7936897921478354,-2.798357108886368,0.034429845292077044,0.031877185777250294,0.023496872354501732,0.010999333676502085,0.02350024568771296,0.0109993127455821,0.9936620457268099,0.761892826349241,0.8585664563789778,0.01101415052480237,0.0318771857772506,0.3969,390580.0,0.061195,350606.9,0,2.0,0
5,2023-01-20 17:03:59.999,0.3955656263309056,0.39699998,0.060948100355257,0.0612,-0.9238190486727818,-0.927438572971053,-2.7936080894638566,-2.797732590804602,0.031814433298109845,0.03206226610363361,0.02350587881185513,0.010994395485759733,0.02350844238929612,0.010993667678531964,0.7555250123699266,0.7782499094980678,0.761892826349241,0.011012956421290482,0.0320623164814688,0.397,207685.0,0.0612,354985.3,0,2.0,0
6,2023-01-20 17:04:59.999,0.3956774242023897,0.39725,0.0609555940842068,0.06123,-0.9231894735653117,-0.927155985030084,-2.7931180134922737,-2.7976096457372894,0.03199651628022793,0.03229121460253337,0.023514899199591696,0.010989609394369777,0.023517516174932838,0.010988923528594723,0.7715951506288619,0.7986012139283108,0.7782499094980678,0.011011762317778596,0.0322912146025333,0.39725,202179.0,0.06123,112124.9,0,2.0,0
7,2023-01-20 17:05:59.999,0.3960028338583249,0.39735,0.0609509692254528,0.061215,-0.9229377745959487,-0.9263339115453708,-2.7933630214562584,-2.7976855212050356,0.032880616334451496,0.032743202333997634,0.023524060209831367,0.010984925933470347,0.02352694714476645,0.010984460355208212,0.851536524072397,0.8392539175959436,0.7986012139283108,0.011010568214266709,0.0327432023339975,0.39735,440693.0,0.061215,277331.1,0,2.0,0
8,2023-01-20 17:06:59.999,0.3960921578391871,0.3977,0.0608677946562933,0.06124,-0.9220573267684922,-0.9261083729870486,-2.792954708192654,-2.799051067520462,0.034222459753482926,0.033289862815170546,0.023533370673345877,0.010980414420631947,0.02353666875698677,0.010980325229895727,0.9731761831063389,0.888535875612531,0.8392539175959436,0.01100937411075482,0.0332898628151705,0.3977,360435.0,0.06124,89522.5,0,2.0,0
9,2023-01-20 17:07:59.999,0.3966564511745697,0.3977,0.0608376855191461,0.061225,-0.9220573267684922,-0.9246847352177155,-2.7931996761439057,-2.7995458544062792,0.03605057520285737,0.033490118867719465,0.023542685157678007,0.010976055615556275,0.02354654442643616,0.01097656054933636,1.139157454670735,0.9062849222395558,0.888535875612531,0.011008113423362942,0.0334901188677194,0.3977,368463.0,0.061225,108815.5,0,2.0,0
