index,close_time,historical_spread,historical_XRPUSDT_mid,historical_XRPUSDT_vol,historical_TRXUSDT_mid,historical_TRXUSDT_vol,historical_rolling_mean_1440_minutes,historical_rolling_sd_1440_minutes,historical_rolling_z_score_1440_minutes,historical_rolling_z_score_1440_minutes_lag_1,rolling_sd_1440_minutes,algo_trading_rolling_sd_1440_minutes_percentile_75th,signal_1440_minutes,threshold_1440_minutes,delayed_signal_1440_minutes
0,2023-01-20 16:58:59.999,0.0320051360685447,0.3964999999999999,330335.0,0.06111,434315.0,0.0302966126923905,0.006268631153430235,0.2725512690628299,0.0,,0.0006987985580761792,0,2.0,0.0
1,2023-01-20 16:59:59.999,0.0329933864667428,0.3966,367451.0,0.061055,413923.5,0.030295186673979534,0.006267783892658595,0.4304870491663956,0.2725512690628299,0.0006987985580761792,0.0006987985580761792,0,2.0,0.0
2,2023-01-20 17:00:59.999,0.0333009604021299,0.3972,800336.0,0.061145,1507236.1,0.0302938913406871,0.006266969772578735,0.4798282376596582,0.4304870491663956,0.000677052592587871,0.0006933620667041021,0,2.0,0.0
3,2023-01-20 17:01:59.999,0.0329358018926755,0.3974,325232.0,0.06121,435951.4,0.030291909826762383,0.006265682901856761,0.4219639115681433,0.4798282376596582,0.0005592552246203783,0.0006879255753320251,0,2.0,0.0
4,2023-01-20 17:02:59.999,0.0318771857772506,0.3969,390580.0,0.061195,350606.9,0.030288091770544402,0.006263040046729588,0.2537256659465214,0.4219639115681433,0.0006388769206089257,0.000682489083959948,0,2.0,0.0
5,2023-01-20 17:03:59.999,0.0320623164814688,0.397,207685.0,0.0612,354985.3,0.03028396487899441,0.0062599109061554446,0.284085768812735,0.2537256659465214,0.0006154923290683947,0.000677052592587871,0,2.0,0.0
6,2023-01-20 17:04:59.999,0.0322912146025333,0.39725,202179.0,0.06123,112124.9,0.03027964218357406,0.006256373151205851,0.3215237279399693,0.284085768812735,0.0005690155249611324,0.0006675086745931346,0,2.0,0.0
7,2023-01-20 17:05:59.999,0.0327432023339975,0.39735,440693.0,0.061215,277331.1,0.030275551123157433,0.0062528337709429425,0.39464526025100793,0.3215237279399693,0.0005340564064701213,0.0006579647565983983,0,2.0,0.0
8,2023-01-20 17:06:59.999,0.0332898628151705,0.3977,360435.0,0.06124,89522.5,0.030272023389899046,0.006249698367771966,0.4828776122754415,0.39464526025100793,0.0005606875171684934,0.000648420838603662,0,2.0,0.0
9,2023-01-20 17:07:59.999,0.0334901188677194,0.3977,368463.0,0.061225,108815.5,0.03026866947568348,0.0062466738205733605,0.5157063558250968,0.4828776122754415,0.0005972638695091217,0.0006388769206089257,0,2.0,0.0
10,2023-01-20 17:08:59.999,0.0346957017812306,0.3981,702715.0,0.06121,108700.0,0.030266311034822045,0.0062443604028176655,0.7093425844558665,0.5157063558250968,0.0008267522479609025,0.0006675086745931346,0,2.5,0.0
11,2023-01-20 17:09:59.999,0.0347386059586463,0.39825,223741.0,0.061235,178666.4,0.030265165773568112,0.006243388735203009,0.7165083538455547,0.7093425844558665,0.0009534734152877939,0.0006879255753320251,0,2.5,0.0
12,2023-01-20 17:10:59.999,0.034303034720295,0.39805,296691.0,0.06123,585178.9,0.030264845612589835,0.0062431698403789685,0.6468171154959388,0.7165083538455547,0.0009782540641431559,0.00073078698054736,0,2.5,0.0
13,2023-01-20 17:11:59.999,0.0337769841028814,0.398,176159.0,0.0612599999999999,151348.6,0.03026439787622018,0.006242894821904446,0.5626534367256368,0.6468171154959388,0.0009555140618816488,0.0008267522479609025,0,2.5,0.0
14,2023-01-20 17:12:59.999,0.0336357597028968,0.39805,113913.0,0.06128,393507.3,0.030263318084667992,0.0062421770951860515,0.5402668919517875,0.5626534367256368,0.0009282843208630173,0.0009029013026374886,0,2.5,0.0
15,2023-01-20 17:13:59.999,0.0329408030335065,0.3978,358643.0,0.061285,157748.9,0.030261482698226955,0.006241000899967967,0.4293093973585708,0.5402668919517875,0.0008993161190382731,0.0009138002199506451,0,2.0,0.0
16,2023-01-20 17:14:59.999,0.0321424832046317,0.39735,269248.0,0.06126,84866.2,0.030259051532117207,0.006239585647669605,0.30185204256598797,0.4293093973585708,0.0009072359033727146,0.0009124980077452903,0,2.0,0.0
17,2023-01-20 17:15:59.999,0.0324094149877138,0.39735,282948.0,0.06124,216135.5,0.030256942209268098,0.006238344818465103,0.34503908345600215,0.30185204256598797,0.0008964188122584992,0.0009072359033727146,0,2.0,0.0
18,2023-01-20 17:16:59.999,0.0329562117030632,0.3977,400452.0,0.061265,65403.7,0.03025495200412805,0.006237026069638702,0.4331005945421077,0.34503908345600215,0.0008717084105853539,0.0009052559572891042,0,2.0,0.0
19,2023-01-20 17:17:59.999,0.0315055886844544,0.39715,559916.0,0.06127,12215.3,0.030250055421381778,0.006233273324050339,0.20142438776562133,0.4331005945421077,0.0009189049472494896,0.0009130704253111021,0,2.5,0.0
20,2023-01-20 17:18:59.999,0.0305053063387279,0.3967,405359.0,0.0612599999999999,124247.3,0.03024419191021959,0.006229057739290399,0.04191876836544688,0.20142438776562133,0.0010486367297646057,0.0009212497906528715,0,2.5,0.0
21,2023-01-20 17:19:59.999,0.0292441130828939,0.3962,327483.0,0.0612599999999999,71805.2,0.030237724858305566,0.006225257331627469,-0.1596097514497296,0.04191876836544688,0.0012845408672657538,0.0009282843208630173,3,2.5,0.0
22,2023-01-20 17:20:59.999,0.0296226381016082,0.39635,274113.0,0.0612599999999999,210830.5,0.03023167880301165,0.006221622866859695,-0.09789097064169343,-0.1596097514497296,0.0014114522747474272,0.0009471761416815997,0,2.5,3.0
23,2023-01-20 17:21:59.999,0.0304385870097028,0.3967,253891.0,0.061265,43654.0,0.030225974477583652,0.00621766365940182,0.034194923329063286,-0.09789097064169343,0.0014483185118284619,0.0009544937385847213,4,2.5,0.0
24,2023-01-20 17:22:59.999,0.0307499211421979,0.39685,277957.0,0.06127,172446.2,0.03021987246091716,0.006212832852220122,0.08531513624921172,0.034194923329063286,0.001460198443959056,0.0009611990624470256,0,2.5,4.0
25,2023-01-20 17:23:59.999,0.0298155060491103,0.3964,179805.0,0.061255,252792.6,0.03021388445627998,0.0062090632113060195,-0.0641607910262976,0.08531513624921172,0.001519549340087369,0.0009782540641431559,3,2.5,0.0
26,2023-01-20 17:24:59.999,0.0298969093820973,0.3963,133098.0,0.06123,184377.9,0.030208466121448004,0.006205932285356178,-0.05020305169714271,-0.0641607910262976,0.0015616385925441337,0.001031041063359243,0,2.5,3.0
27,2023-01-20 17:25:59.999,0.0297332918985193,0.39605,181307.0,0.061195,36669.3,0.030202484114178016,0.006202234692876326,-0.07564889735591833,-0.05020305169714271,0.0016037629881786068,0.0011665887985151798,0,2.5,0.0
28,2023-01-20 17:26:59.999,0.0294285809354026,0.39585,418128.0,0.06118,486606.1,0.030195723815883084,0.006197767563001454,-0.12377729120725103,-0.07564889735591833,0.0016537564961463136,0.0013162687191361723,0,2.5,0.0
29,2023-01-20 17:27:59.999,0.0296738328940475,0.396,833412.0,0.06119,176713.8,0.03018802362964931,0.006191519931062046,-0.0830475781919367,-0.12377729120725103,0.001682034096856156,0.0014114522747474272,0,2.5,0.0
30,2023-01-20 17:28:59.999,0.0294661638580979,0.39605,195582.0,0.061215,30257.9,0.030179396721597036,0.006183860409783398,-0.11533780134667049,-0.0830475781919367,0.001713976353616192,0.0014391019525582032,0,2.5,0.0
31,2023-01-20 17:29:59.999,0.0293617743666221,0.39585,270775.0,0.061185,231631.7,0.030171145921817504,0.006177015830075167,-0.1310295420087266,-0.11533780134667049,0.0017444479245077229,0.0014542584778937588,0,2.5,0.0
