index,close_time,transaction_id,positions,LINKUSDT_units,ATOMUSDT_units,entry_LINKUSDT_price,entry_ATOMUSDT_price,historical_LINKUSDT_mid,historical_ATOMUSDT_mid,historical_LINKUSDT_vol,historical_ATOMUSDT_vol,signal,portfolio_value,LINKUSDT_raw_pnl,ATOMUSDT_raw_pnl,LINKUSDT_cost,ATOMUSDT_cost,trade_duration,is_profitable_trade,is_new_transaction,interval_arithmetic_return,cumulative_return
369.0,2023-01-20 22:47:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.92,13.132,1144.31,520.17,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
370.0,2023-01-20 22:48:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.919499999999999,13.1395,1112.67,347.15,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
371.0,2023-01-20 22:49:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9105,13.14,11090.59,380.76,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
372.0,2023-01-20 22:50:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.8995,13.1225,3015.19,1064.19,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
373.0,2023-01-20 22:51:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.891,13.109,2086.61,341.17,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
374.0,2023-01-20 22:52:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.8975,13.1125,1312.41,453.07,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
375.0,2023-01-20 22:53:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9045,13.1125,814.96,926.56,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
376.0,2023-01-20 22:54:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.901,13.105,1284.18,382.32,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
377.0,2023-01-20 22:55:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.8915,13.094,2291.55,1809.47,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
378.0,2023-01-20 22:56:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.8955,13.089,1930.82,636.05,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
379.0,2023-01-20 22:57:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.894,13.089,1719.43,942.39,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
380.0,2023-01-20 22:58:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.8985,13.0855,1381.93,138.51,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
381.0,2023-01-20 22:59:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.898999999999999,13.084,1390.49,479.64,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
382.0,2023-01-20 23:00:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9035,13.1025,1798.01,1690.02,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
383.0,2023-01-20 23:01:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9,13.1015,2100.25,1429.98,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
384.0,2023-01-20 23:02:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9055,13.116,4222.89,2686.17,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
385.0,2023-01-20 23:03:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9215,13.117,5574.88,622.45,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
386.0,2023-01-20 23:04:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.93,13.1195,15564.52,357.11,1.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
387.0,2023-01-20 23:05:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9275,13.128,2330.08,749.42,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
388.0,2023-01-20 23:06:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9215,13.1245,1115.16,162.65,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
389.0,2023-01-20 23:07:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9205000000000005,13.1285,2953.19,388.68,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
390.0,2023-01-20 23:08:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.915,13.1235,2470.36,1201.48,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
391.0,2023-01-20 23:09:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.912000000000001,13.1315,4146.64,2487.58,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
392.0,2023-01-20 23:10:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.91,13.135,877.04,484.78,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
393.0,2023-01-20 23:11:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.923,13.1405,7752.69,449.97,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
394.0,2023-01-20 23:12:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.927,13.1495,2268.79,123.96,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
395.0,2023-01-20 23:13:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.926,13.1515,2805.31,1974.88,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
396.0,2023-01-20 23:14:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.926500000000001,13.15,1571.06,134.12,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
397.0,2023-01-20 23:15:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.928,13.144,4154.83,2507.73,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
398.0,2023-01-20 23:16:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9285,13.1355,3921.59,2147.48,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
399.0,2023-01-20 23:17:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.935499999999999,13.138,10679.07,417.59,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
400.0,2023-01-20 23:18:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.949,13.146,19603.4,1236.91,1.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
401.0,2023-01-20 23:19:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.958,13.1575,29478.29,493.33,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
402.0,2023-01-20 23:20:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.959,13.162,21087.65,4223.85,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
403.0,2023-01-20 23:21:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9615,13.155,5897.17,716.96,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
404.0,2023-01-20 23:22:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.948,13.152,15111.55,1961.49,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
405.0,2023-01-20 23:23:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.924,13.12,13158.62,7937.92,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
406.0,2023-01-20 23:24:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9235,13.095,8042.51,4262.89,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
407.0,2023-01-20 23:25:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9355,13.111,7660.91,1934.15,1.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
408.0,2023-01-20 23:26:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.931,13.1195,8928.03,1672.0,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
409.0,2023-01-20 23:27:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.936,13.1325,2826.2,3429.07,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
410.0,2023-01-20 23:28:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.935499999999999,13.1465,10531.1,1927.01,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
411.0,2023-01-20 23:29:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9285,13.141,9611.44,254.82,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
412.0,2023-01-20 23:30:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.927,13.1325,4361.54,2726.79,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
413.0,2023-01-20 23:31:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9205000000000005,13.1175,11141.9,3154.64,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
414.0,2023-01-20 23:32:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9190000000000005,13.1145,4745.0,267.74,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
415.0,2023-01-20 23:33:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.917999999999999,13.094,2061.37,10057.54,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
416.0,2023-01-20 23:34:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9095,13.0535,2816.11,5303.51,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
417.0,2023-01-20 23:35:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.8945,13.0445,9735.64,5012.62,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
418.0,2023-01-20 23:36:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.886,13.0495,9776.17,1964.32,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
419.0,2023-01-20 23:37:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.896,13.079,9191.72,434.21,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
420.0,2023-01-20 23:38:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.908,13.106000000000002,7884.93,1932.72,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
421.0,2023-01-20 23:39:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9165,13.11,7555.12,502.54,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
422.0,2023-01-20 23:40:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9255,13.12,4570.93,1017.41,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
423.0,2023-01-20 23:41:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.923,13.108,2348.59,3495.59,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
424.0,2023-01-20 23:42:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9190000000000005,13.1125,2342.51,1810.42,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
425.0,2023-01-20 23:43:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.922499999999999,13.1225,1200.5,597.67,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
426.0,2023-01-20 23:44:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.933,13.137,5224.65,520.81,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
427.0,2023-01-20 23:45:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9335,13.156,2407.89,6094.0,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
428.0,2023-01-20 23:46:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.923500000000001,13.153,3313.82,1534.26,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
429.0,2023-01-20 23:47:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.93,13.1655,3986.17,4197.29,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
430.0,2023-01-20 23:48:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.933,13.1685,3117.11,1069.5,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
431.0,2023-01-20 23:49:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9415,13.181,2113.89,1552.77,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
432.0,2023-01-20 23:50:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.951,13.192,4237.05,1567.8,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
433.0,2023-01-20 23:51:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9635,13.19,7075.24,541.29,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
434.0,2023-01-20 23:52:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9665,13.1825,2175.83,391.41,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
435.0,2023-01-20 23:53:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.959,13.1715,14109.79,971.98,1.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
436.0,2023-01-20 23:54:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9545,13.154,4365.8,1593.87,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
437.0,2023-01-20 23:55:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9615,13.1595,8948.22,1310.99,1.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
438.0,2023-01-20 23:56:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9655000000000005,13.162,962.98,343.66,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
439.0,2023-01-20 23:57:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9615,13.161,3938.78,726.9,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
440.0,2023-01-20 23:58:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9545,13.2705,12313.88,40341.02,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
441.0,2023-01-20 23:59:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.949,13.174,1722.23,4217.87,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
442.0,2023-01-21 00:00:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.953,13.3465,8171.14,40990.54,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
443.0,2023-01-21 00:01:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9645,13.216,2937.34,11444.34,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
444.0,2023-01-21 00:02:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9515,13.1915,10382.58,9855.97,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
445.0,2023-01-21 00:03:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9345,13.1875,9899.99,8217.81,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
446.0,2023-01-21 00:04:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.932,13.1935,6608.27,2814.56,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
447.0,2023-01-21 00:05:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9535,13.306,5008.64,81546.56,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
448.0,2023-01-21 00:06:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.978,13.38,19128.92,10352.63,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
449.0,2023-01-21 00:07:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9895,13.369,19850.36,11450.32,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
450.0,2023-01-21 00:08:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9895,13.3535,39509.37,11709.9,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
451.0,2023-01-21 00:09:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.971500000000001,13.363499999999998,12334.67,10098.37,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
452.0,2023-01-21 00:10:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9675,13.382,10931.03,5781.83,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
453.0,2023-01-21 00:11:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.923500000000001,13.325,56127.36,30805.54,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
454.0,2023-01-21 00:12:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.898,13.3075,55461.49,26197.85,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
455.0,2023-01-21 00:13:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.9125,13.352,20732.58,16305.29,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
456.0,2023-01-21 00:14:59.999,2.0,short,-72.42178447276942,26.6103442323581,6.904,13.1215,6.922499999999999,13.405,13402.07,15676.33,0.0,10005.951703226838,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0005951703226838578
457.0,2023-01-21 00:15:59.999,2.0,,0.0,0.0,,,6.9215,13.411,8804.99,7228.18,3.0,10011.534363484045,-1.26738122827347,7.703694655267678,-0.5006336906141369,-0.35301947917252063,161,1,0,0.0005579339599857125,0.0011534363484044796
458.0,2023-01-21 00:16:59.999,2.0,,0.0,0.0,,,6.915,13.3665,9901.87,5835.22,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
459.0,2023-01-21 00:17:59.999,2.0,,0.0,0.0,,,6.8955,13.339,11501.47,31408.6,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
460.0,2023-01-21 00:18:59.999,2.0,,0.0,0.0,,,6.9025,13.3975,9936.93,9212.8,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
461.0,2023-01-21 00:19:59.999,2.0,,0.0,0.0,,,6.912,13.427,3812.04,2516.37,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
462.0,2023-01-21 00:20:59.999,2.0,,0.0,0.0,,,6.931,13.431,5066.8,4300.08,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
463.0,2023-01-21 00:21:59.999,2.0,,0.0,0.0,,,6.933,13.435,9213.59,3510.59,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
464.0,2023-01-21 00:22:59.999,2.0,,0.0,0.0,,,6.934,13.4615,6908.19,4421.95,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
465.0,2023-01-21 00:23:59.999,2.0,,0.0,0.0,,,6.9335,13.469,5886.62,3646.08,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
466.0,2023-01-21 00:24:59.999,2.0,,0.0,0.0,,,6.942,13.5395,7372.39,38752.88,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
467.0,2023-01-21 00:25:59.999,2.0,,0.0,0.0,,,6.954000000000001,13.564,4874.12,10664.75,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
468.0,2023-01-21 00:26:59.999,2.0,,0.0,0.0,,,6.96,13.5065,9944.7,4199.66,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
469.0,2023-01-21 00:27:59.999,2.0,,0.0,0.0,,,6.9725,13.519,8159.85,3296.78,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
470.0,2023-01-21 00:28:59.999,2.0,,0.0,0.0,,,6.967,13.5285,4662.78,3732.17,4.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
471.0,2023-01-21 00:29:59.999,2.0,,0.0,0.0,,,6.963,13.5685,2599.68,9089.43,3.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
472.0,2023-01-21 00:30:59.999,2.0,,0.0,0.0,,,6.9675,13.5885,8381.36,6728.63,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
473.0,2023-01-21 00:31:59.999,2.0,,0.0,0.0,,,6.9670000000000005,13.532,1307.46,3896.32,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
474.0,2023-01-21 00:32:59.999,2.0,,0.0,0.0,,,6.977,13.4945,1629.31,4067.63,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
475.0,2023-01-21 00:33:59.999,2.0,,0.0,0.0,,,6.986000000000001,13.4875,13283.74,1829.17,4.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
476.0,2023-01-21 00:34:59.999,2.0,,0.0,0.0,,,6.9955,13.477,21124.8,3667.74,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
477.0,2023-01-21 00:35:59.999,2.0,,0.0,0.0,,,7.0035,13.4625,9998.45,2259.45,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
478.0,2023-01-21 00:36:59.999,2.0,,0.0,0.0,,,6.981,13.416,5922.17,19487.87,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
479.0,2023-01-21 00:37:59.999,2.0,,0.0,0.0,,,6.9635,13.3935,6606.8,9953.35,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
480.0,2023-01-21 00:38:59.999,2.0,,0.0,0.0,,,6.9765,13.425,2897.96,1352.43,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
481.0,2023-01-21 00:39:59.999,2.0,,0.0,0.0,,,6.9735,13.4225,2675.03,1097.37,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
482.0,2023-01-21 00:40:59.999,2.0,,0.0,0.0,,,6.9695,13.408,3148.78,1113.2,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
483.0,2023-01-21 00:41:59.999,2.0,,0.0,0.0,,,6.9585,13.3955,4465.93,8975.92,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
484.0,2023-01-21 00:42:59.999,2.0,,0.0,0.0,,,6.948499999999999,13.3855,7763.43,4851.92,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
485.0,2023-01-21 00:43:59.999,2.0,,0.0,0.0,,,6.9505,13.386,7440.68,3417.22,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
486.0,2023-01-21 00:44:59.999,2.0,,0.0,0.0,,,6.967499999999999,13.3895,126765.13,1982.1,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
487.0,2023-01-21 00:45:59.999,2.0,,0.0,0.0,,,6.9785,13.386500000000002,8391.94,1366.27,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
488.0,2023-01-21 00:46:59.999,2.0,,0.0,0.0,,,6.978,13.383500000000002,8592.47,1632.78,0.0,10011.534363484045,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0011534363484044796
