index,close_time,predictions_LINKUSDT,actual_LINKUSDT,predictions_ATOMUSDT,actual_ATOMUSDT,log_actual_price_LINKUSDT,log_prediction_LINKUSDT,log_actual_price_ATOMUSDT,log_prediction_ATOMUSDT,predicted_spread,actual_spread,actual_spread_rolling_mean_1440_minutes,actual_spread_rolling_sd_1440_minutes,predicted_spread_rolling_mean_1440_minutes,predicted_spread_rolling_sd_1440_minutes,predicted_rolling_z_score_1440_minutes,actual_rolling_z_score_1440_minutes,actual_rolling_z_score_1440_minutes_lag_1,predicted_spread_rolling_sd_1440_minutes_percentile_75th,historical_spread,historical_LINKUSDT_mid,historical_LINKUSDT_vol,historical_ATOMUSDT_mid,historical_ATOMUSDT_vol,signal_1440_minutes,threshold_1440_minutes,delayed_signal_1440_minutes
0,2023-01-20 16:38:59.999,6.582302529148353,6.579,,,1.8838827581038609,1.8843846125685466,,,,,-0.004841933360303442,0.0064503746034141815,,,,,0.0,0.006447818244436761,-0.005624756433832,6.579000000000001,791.08,12.381,1353.07,0,2.0,0
1,2023-01-20 16:39:59.999,6.584224393260564,6.5805,,,1.8841107302922413,1.8846765443949405,,,,,-0.004842949136063362,0.006450342286530744,,,,,0.0,0.006447818244436761,-0.0053685817834121,6.580500000000001,4653.86,12.3805,818.87,0,2.0,0
2,2023-01-20 16:40:59.999,6.585016541854295,6.5885,,,1.8853257050031698,1.8847968472428553,,,,,-0.004844426556351771,0.006450243902289719,,,,,0.0,0.006447818244436761,-0.0054778931072787,6.5885,3628.73,12.404,5902.81,0,2.0,0
3,2023-01-20 16:41:59.999,6.590748150234047,6.584,,,1.8846424633747687,1.885666870178941,,,,,-0.004845187198227601,0.006450155096328638,,,,,0.0,0.006447818244436761,-0.0046393995691718,6.584,2350.8,12.377,727.23,0,2.0,0
4,2023-01-20 16:42:59.999,6.588503570661913,6.5805,,,1.8841107302922413,1.885326246956717,,,,,-0.00484710899346155,0.006450066478977239,,,,,0.0,0.006447818244436761,-0.0059324147345454,6.580500000000001,21112.71,12.3905,516.25,0,2.0,0
5,2023-01-20 16:43:59.999,6.5852786887067705,6.5905,,,1.8856292181703833,1.884836656047126,,,,,-0.004848443403258581,0.006449999325540476,,,,,0.0,0.006447818244436761,-0.0054839569052809,6.5905000000000005,2906.66,12.4095,1303.96,0,2.0,0
6,2023-01-20 16:44:59.999,6.592397455612748,6.5905,,,1.8856292181703833,1.8859170844201574,,,,,-0.004849233305314032,0.0064500177927328504,,,,,0.0,0.006447818244436761,-0.0055683631740355,6.5905000000000005,4814.22,12.411,700.07,0,2.0,0
7,2023-01-20 16:45:59.999,6.592888135326131,6.5885,,,1.8853257050031698,1.8859915127987048,,,,,-0.004849805749708193,0.006450031985052102,,,,,0.0,0.006447818244436761,-0.0054215916388165,6.5885,10017.9,12.403,1742.89,0,2.0,0
8,2023-01-20 16:46:59.999,6.591165735371428,6.581,,,1.8841867094739821,1.885730227463952,,,,,-0.004850063983534947,0.006450052424247651,,,,,0.0,0.006447818244436761,-0.0055463837666946,6.581,2970.07,12.385,2000.95,0,2.0,0
9,2023-01-20 16:47:59.999,6.585465415486972,6.5935,,,1.8860843152656166,1.8848650108278031,,,,,-0.004850074475130042,0.006450052885835121,,,,,0.0,0.006447818244436761,-0.005141399234761,6.5935,12586.1,12.4115,1318.07,0,2.0,0
10,2023-01-20 16:48:59.999,6.595159140992265,6.598,,,1.8867665728063896,1.8863359164304174,,,,,-0.00485087113166088,0.006450079520626572,,,,,0.0,0.006447818244436761,-0.0056397119749538,6.598,50374.77,12.4325,3354.18,0,2.0,0
11,2023-01-20 16:49:59.999,6.599884760825641,6.6055,12.409737783410966,12.4355,1.8879026353362718,1.8870521883989804,2.520555285534258,2.5184814695340565,-0.004074367630801268,-0.004672139536854747,-0.004851461703428151,0.006450024196074458,-0.004850922429262553,0.006447818244436761,0.12043683134699157,0.027801781996808852,0.0,0.006447818244436761,-0.0046721395368551,6.605499999999999,1488.93,12.4355,1726.34,0,2.0,0
12,2023-01-20 16:50:59.999,6.606872084340064,6.5965,12.427845012004513,12.42,1.8865392053416943,1.888110332233731,2.519308076505333,2.519939520581178,-0.004034432258515519,-0.005164599485341537,-0.004852692302868624,0.006449914775402388,-0.0048521244610613004,0.006447712394075806,0.1268189634663422,-0.048358341673352415,0.027801781996808852,0.006447791781846522,-0.0051645994853415,6.5965,3673.04,12.42,3004.85,3,2.0,0
13,2023-01-20 16:51:59.999,6.600567981059906,6.596,12.414548279880613,12.428,1.8864634046973525,1.8871557030659747,2.519951991530801,2.5188690332704393,-0.004241502387850593,-0.005690068698787298,-0.0048545584129164356,0.006449768041762168,-0.004854132975008686,0.006447549916774803,0.09501757955594761,-0.1295411370549986,-0.048358341673352415,0.006447765319256284,-0.0056900686987872,6.596,2426.39,12.428,2568.59,0,2.0,3
14,2023-01-20 16:52:59.999,6.599874560353357,6.6035,12.41207234944946,12.4455,1.887599811501722,1.8870506428446963,2.5213591117903125,2.5186695755612063,-0.0042072742571568345,-0.0055363035918869485,-0.004856413284908888,0.006449579758395684,-0.004855962806749449,0.006447364148694534,0.10061298456733843,-0.10541621817964489,-0.1295411370549986,0.006447738856666045,-0.0055363035918869,6.6035,4408.1,12.4455,1866.37,0,2.0,0
15,2023-01-20 16:53:59.999,6.605126799387957,6.611,12.418005944285165,12.47,1.888734928351441,1.8878461352749485,2.523325759691945,2.51914751162556,-0.0037455414344318427,-0.005774566323139663,-0.004858603744090512,0.0064493555751600025,-0.004857831320558479,0.006447184012141976,0.17252336586513767,-0.14202389190278544,-0.10541621817964489,0.006447712394075806,-0.0057745663231394,6.611000000000001,8847.55,12.47,4534.1,0,2.0,0
16,2023-01-20 16:54:59.999,6.611628041329352,6.613,12.438630836940312,12.4865,1.8890374086925255,1.8888299232840462,2.524648060688011,2.5208070199146366,-0.003920646583981835,-0.006395495396820161,-0.004860758522809922,0.006449350354253992,-0.004860106120354108,0.006447159695326885,0.1457168087604879,-0.2379676695650325,-0.14202389190278544,0.006447671774750556,-0.0063954953968203,6.613,2296.63,12.4865,13232.96,0,2.0,0
17,2023-01-20 16:55:59.999,6.614514193611607,6.6035,12.457609702215503,12.474,1.887599811501722,1.8892663547508788,2.523646478103931,2.5223316572526904,-0.004548923134650273,-0.0071336521496629945,-0.004863343734031856,0.006449514799754362,-0.004863125537918475,0.006447281867377186,0.04873408821445274,-0.352012280942065,-0.2379676695650325,0.006447631155425305,-0.0071336521496629,6.6035,2614.75,12.474,1240.93,0,2.0,0
18,2023-01-20 16:56:59.999,6.607664497194734,6.5995,12.451239957819688,12.476,1.8869938885868722,1.888230262713431,2.523806798745557,2.521820212957061,-0.005227855585046903,-0.0078515326220574,-0.004866745948161523,0.006449798012828491,-0.004866996544717308,0.006447566678097597,-0.05596825257432926,-0.4627721159576174,-0.352012280942065,0.006447603107092149,-0.0078515326220574,6.5995,1385.31,12.476,7857.12,0,2.0,0
19,2023-01-20 16:57:59.999,6.604439509535217,6.603,12.453551206020215,12.4835005,1.8875240912124343,1.8877420758626577,2.524407812393709,2.522005819669597,-0.00584565814836191,-0.007741039020958906,-0.004870276080925084,0.00644997906768037,-0.004870952959528441,0.006447791819064973,-0.15116883674057824,-0.44508097001720126,-0.4627721159576174,0.006447712394075806,-0.0077410110506279,6.603,1264.7,12.4835,1199.3,0,2.5,0
20,2023-01-20 16:58:59.999,6.607357584539024,6.59,12.45505348422863,12.4705,1.8855533485144158,1.8881838136566127,2.5233658551190667,2.5221264429023247,-0.005488155811440798,-0.008984146210836652,-0.004874886042203286,0.00645054538592484,-0.0048753116284414805,0.006448327002825848,-0.0950392532405306,-0.6370407341989742,-0.44508097001720126,0.006447771962817681,-0.0089841462108366,6.59,9946.78,12.4705,3482.93,0,2.5,0
21,2023-01-20 16:59:59.999,6.597392991570235,6.5805,12.43575757584975,12.4635,1.8841107302922413,1.8866745697215885,2.5228043727910086,2.5205759982665334,-0.005914669582893328,-0.010034661523389499,-0.00487999564614941,0.006451716274803405,-0.004880713671088163,0.006449534816897123,-0.1603148042702717,-0.7989604095535277,-0.6370407341989742,0.006447805031750867,-0.0100346615233892,6.580500000000001,2010.99,12.4635,6420.61,0,2.5,0
22,2023-01-20 17:00:59.999,6.590250599736224,6.5915,12.426700583116226,12.482,1.8857809402158876,1.8855913750654831,2.524287606511851,2.5198474304735785,-0.0064890796571897,-0.009400246011301405,-0.00488481296800401,0.006452499763373318,-0.004885926268968053,0.0064503988272080395,-0.24853554503629793,-0.6997959254378587,-0.7989604095535277,0.006447945434034033,-0.0094002460113014,6.5915,10083.44,12.482,1275.41,0,2.5,0
23,2023-01-20 17:01:59.999,6.598917671489634,6.599,12.449432427914282,12.484,1.8869181224012845,1.8869056464164486,2.524447824408533,2.521675033752212,-0.006451088123728743,-0.008374949633031425,-0.004889132270607793,0.006452752844542536,-0.004890216209437162,0.006450644614098208,-0.2419714629573945,-0.5402062416464298,-0.6997959254378587,0.006448327002825848,-0.0083749496330314,6.599,12099.6,12.484,1508.66,0,2.5,0
24,2023-01-20 17:02:59.999,6.60507415860871,6.5975,12.455357940999328,12.486,1.8866907893953422,1.8878381655583008,2.5246080166395526,2.522150887040602,-0.00585087411350238,-0.008714150522864061,-0.004893855561002936,0.00645306165066769,-0.00489451969601508,0.006450871400440646,-0.1482519737445043,-0.5920127791535734,-0.5402062416464298,0.006449232863379304,-0.008714150522864,6.5975,4348.67,12.486,1779.42,0,2.5,0
25,2023-01-20 17:03:59.999,6.604444054823384,6.605,12.458114745387782,12.4905,1.8878269379742887,1.887742764079515,2.5249683553618465,2.522372197368103,-0.00610082439820081,-0.007829639180568337,-0.004898119662224958,0.00645297145170384,-0.004898954294241597,0.006450809754819549,-0.1863130598544266,-0.45428986324886683,-0.5920127791535734,0.006449966822052581,-0.0078296391805683,6.605,11803.34,12.4905,1167.66,0,2.5,0
26,2023-01-20 17:04:59.999,6.611039056546289,6.61,12.461109232738218,12.503,1.888583653863595,1.888740836146165,2.5259686155128627,2.52261253289119,-0.005270587102439661,-0.00777144022758014,-0.004902261873267349,0.0064529001081064605,-0.0049025174771737835,0.006450667976365161,-0.057059149008205266,-0.4446339329983403,-0.45428986324886683,0.006450460273930581,-0.0077714402275801,6.61,2814.92,12.503,5433.24,0,2.5,0
27,2023-01-20 17:05:59.999,6.615124266417681,6.6085,12.472371483499703,12.5105,1.8883566992157244,1.8893585829411426,2.5265682917056993,2.52351591671117,-0.005283705085600943,-0.008417169907703803,-0.0049069464242072775,0.006453001516073211,-0.0049072078805996395,0.0064507696867801305,-0.05836469495615025,-0.5439675590890874,-0.4446339329983403,0.006450644614098208,-0.0084171699077038,6.608499999999999,4280.14,12.5105,2637.6,0,2.5,0
28,2023-01-20 17:06:59.999,6.613632196298278,6.614,12.48215941096079,12.5385,1.889188614559601,1.8891330031400577,2.5288039108251836,2.5243003776977875,-0.00605710165662976,-0.009146466231142236,-0.004912021529625142,0.0064534599393524785,-0.004912816172322578,0.0064512907955582245,-0.17737310571940637,-0.6561510788493352,-0.5439675590890874,0.006450662135798422,-0.0091464662311417,6.614,721.31,12.5385,10208.36,0,2.5,0
29,2023-01-20 17:07:59.999,6.617596480363527,6.614,12.513207774649276,12.569,1.889188614559601,1.889732234591762,2.5312334649427006,2.5267847084481123,-0.0071927659745461,-0.01084310954644696,-0.00491801179226552,0.006454958944915737,-0.004919590386423938,0.006452996855426547,-0.3522666505269673,-0.917914088183064,-0.6561510788493352,0.006450718831572645,-0.0108431095464467,6.614,2622.76,12.569,6863.26,0,2.5,0
